Linux 5.15.0-141-generic (node7) 	06/18/2025 	_x86_64_	(20 CPU)

06:05:09 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:05:10 PM  all   17.42    0.00    1.00    1.71    0.00    0.25    0.00    0.00    0.00   79.62
06:05:11 PM  all   18.58    0.00    0.90    0.30    0.00    0.05    0.00    0.00    0.00   80.16
06:05:12 PM  all    4.79    0.00    0.66    0.86    0.00    0.10    0.00    0.00    0.00   93.59
06:05:13 PM  all    1.50    0.00    0.70    0.25    0.00    0.05    0.00    0.00    0.00   97.49
06:05:14 PM  all   20.35    0.00    4.89    0.10    0.00    0.00    0.00    0.00    0.00   74.66
06:05:15 PM  all   91.85    0.00    6.75    0.20    0.00    0.05    0.00    0.00    0.00    1.15
06:05:16 PM  all   93.55    0.00    6.45    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:05:17 PM  all   93.15    0.00    6.85    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:05:18 PM  all   92.75    0.00    7.20    0.00    0.00    0.05    0.00    0.00    0.00    0.00
06:05:19 PM  all   92.25    0.00    7.75    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:05:20 PM  all   92.74    0.00    7.26    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:05:21 PM  all   91.76    0.00    8.24    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:05:22 PM  all   92.26    0.00    7.74    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:05:23 PM  all   92.35    0.00    7.65    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:05:24 PM  all   92.84    0.00    7.16    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:05:25 PM  all   93.97    0.00    6.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:05:26 PM  all   93.90    0.00    6.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:05:27 PM  all   94.39    0.00    5.61    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:05:28 PM  all   85.35    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00    7.65
06:05:29 PM  all   14.41    0.00    3.92    0.00    0.00    0.00    0.00    0.00    0.00   81.67
06:05:30 PM  all   12.81    0.00    4.00    0.10    0.00    0.00    0.00    0.00    0.00   83.08
06:05:31 PM  all   12.56    0.00    3.92    0.00    0.00    0.00    0.00    0.00    0.00   83.52
06:05:32 PM  all   13.16    0.00    3.65    0.00    0.00    0.00    0.00    0.00    0.00   83.19
