Linux 5.15.0-141-generic (node7) 	06/16/2025 	_x86_64_	(20 CPU)

04:43:37 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:43:38 AM  all   15.52    0.00    0.70    1.66    0.00    0.05    0.00    0.00    0.00   82.07
04:43:39 AM  all   16.99    0.00    0.50    0.20    0.00    0.00    0.00    0.00    0.00   82.31
04:43:40 AM  all    2.29    0.00    0.55    0.65    0.00    0.10    0.00    0.00    0.00   96.41
04:43:41 AM  all    0.20    0.00    0.25    0.05    0.00    0.00    0.00    0.00    0.00   99.50
04:43:42 AM  all    0.30    0.00    0.05    0.15    0.00    0.00    0.00    0.00    0.00   99.50
04:43:43 AM  all   16.99    0.00    1.10    0.10    0.00    0.00    0.00    0.00    0.00   81.80
04:43:44 AM  all   16.93    0.05    1.05    0.05    0.00    0.05    0.00    0.00    0.00   81.87
04:43:45 AM  all   16.42   28.72    4.12    0.46    0.00    0.00    0.00    0.00    0.00   50.28
04:43:46 AM  all    5.87   45.28    4.80    0.00    0.00    0.00    0.00    0.00    0.00   44.05
04:43:47 AM  all    5.15   44.72    5.41    0.05    0.00    0.10    0.00    0.00    0.00   44.57
04:43:48 AM  all    5.60   46.24    4.83    0.00    0.00    0.05    0.00    0.00    0.00   43.29
04:43:49 AM  all    3.93   46.64    4.55    0.00    0.00    0.00    0.00    0.00    0.00   44.89
04:43:50 AM  all    3.59   47.16    4.77    0.05    0.00    0.05    0.00    0.00    0.00   44.39
04:43:51 AM  all    4.01   46.98    4.32    0.00    0.00    0.05    0.00    0.00    0.00   44.64
04:43:52 AM  all    3.57   46.74    4.50    0.00    0.00    0.05    0.00    0.00    0.00   45.14
04:43:53 AM  all    3.56   48.09    4.68    1.88    0.00    0.05    0.00    0.00    0.00   41.74
04:43:54 AM  all    3.76   46.53    4.79    0.00    0.00    0.05    0.00    0.00    0.00   44.88
04:43:55 AM  all    3.73   47.53    4.64    0.05    0.00    0.10    0.00    0.00    0.00   43.95
04:43:56 AM  all    3.55   46.68    4.92    0.00    0.00    0.00    0.00    0.00    0.00   44.85
04:43:57 AM  all    4.57   46.38    5.33    0.00    0.00    0.10    0.00    0.00    0.00   43.62
04:43:58 AM  all    3.60   47.84    4.26    0.05    0.00    0.00    0.00    0.00    0.00   44.24
04:43:59 AM  all    3.53   47.15    4.41    0.00    0.00    0.05    0.00    0.00    0.00   44.87
04:44:00 AM  all    3.90   48.63    4.31    0.00    0.00    0.15    0.00    0.00    0.00   43.00
04:44:01 AM  all    3.47   47.96    4.44    0.00    0.00    0.10    0.00    0.00    0.00   44.02
04:44:02 AM  all    3.07   48.00    4.20    0.05    0.00    0.00    0.00    0.00    0.00   44.67
04:44:03 AM  all    3.24   48.12    4.11    0.00    0.00    0.05    0.00    0.00    0.00   44.47
04:44:04 AM  all    3.99   46.37    5.01    0.00    0.00    0.00    0.00    0.00    0.00   44.63
04:44:05 AM  all    4.74   45.39    4.59    0.00    0.00    0.05    0.00    0.00    0.00   45.23
04:44:06 AM  all    4.77   45.89    4.93    0.21    0.00    0.05    0.00    0.00    0.00   44.15
04:44:07 AM  all    4.44   47.37    4.49    0.00    0.00    0.00    0.00    0.00    0.00   43.70
04:44:08 AM  all   10.93   44.23    4.28    0.10    0.00    0.10    0.00    0.00    0.00   40.36
04:44:09 AM  all    3.29   47.67    4.34    0.00    0.00    0.05    0.00    0.00    0.00   44.64
04:44:10 AM  all    5.59   47.73    4.08    0.00    0.00    0.05    0.00    0.00    0.00   42.54
04:44:11 AM  all    5.60   46.30    4.42    0.05    0.00    0.00    0.00    0.00    0.00   43.63
04:44:12 AM  all    3.86   46.70    4.63    0.05    0.00    0.05    0.00    0.00    0.00   44.70
04:44:13 AM  all    4.09   46.65    4.60    0.00    0.00    0.15    0.00    0.00    0.00   44.50
04:44:14 AM  all    3.63   47.24    5.01    0.00    0.00    0.00    0.00    0.00    0.00   44.12
04:44:15 AM  all   16.97    3.78    1.51    0.10    0.00    0.00    0.00    0.00    0.00   77.64
04:44:16 AM  all   15.70   22.24    3.04    0.05    0.00    0.05    0.00    0.00    0.00   58.92
04:44:17 AM  all    4.03   41.55    3.88    0.00    0.00    0.10    0.00    0.00    0.00   50.44
04:44:18 AM  all    4.11   42.76    2.98    0.00    0.00    0.10    0.00    0.00    0.00   50.05
04:44:19 AM  all    5.35   41.32    4.54    0.00    0.00    0.05    0.00    0.00    0.00   48.74
04:44:20 AM  all    4.83   40.75    4.06    0.05    0.00    0.05    0.00    0.00    0.00   50.26
04:44:21 AM  all    4.14   41.64    3.79    0.00    0.00    0.00    0.00    0.00    0.00   50.43
04:44:22 AM  all    5.19   39.39    4.26    0.00    0.00    0.05    0.00    0.00    0.00   51.12
04:44:23 AM  all    4.56   41.19    3.84    0.00    0.00    0.00    0.00    0.00    0.00   50.41
04:44:24 AM  all    5.41   39.60    4.69    0.00    0.00    0.00    0.00    0.00    0.00   50.31
04:44:25 AM  all    5.69   39.19    4.48    0.05    0.00    0.00    0.00    0.00    0.00   50.58
04:44:26 AM  all    4.41   40.37    4.00    0.05    0.00    0.10    0.00    0.00    0.00   51.08
