Linux 5.15.0-141-generic (node7) 	06/16/2025 	_x86_64_	(20 CPU)

04:33:40 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:33:41 AM  all   15.35    0.00    0.90    1.65    0.00    0.00    0.00    0.00    0.00   82.10
04:33:42 AM  all   17.28    0.00    0.70    0.25    0.00    0.00    0.00    0.00    0.00   81.76
04:33:43 AM  all    1.95    0.00    0.45    0.80    0.00    0.05    0.00    0.00    0.00   96.74
04:33:44 AM  all    0.80    0.00    0.10    0.00    0.00    0.00    0.00    0.00    0.00   99.10
04:33:45 AM  all    1.05    0.05    0.25    0.15    0.00    0.00    0.00    0.00    0.00   98.50
04:33:46 AM  all   17.34    0.00    1.06    0.15    0.00    0.00    0.00    0.00    0.00   81.45
04:33:47 AM  all   17.45    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   81.54
04:33:48 AM  all   16.73   30.98    3.15    0.41    0.00    0.05    0.00    0.00    0.00   48.68
04:33:49 AM  all    4.72   44.22    4.46    0.00    0.00    0.21    0.00    0.00    0.00   46.40
04:33:50 AM  all    5.85   44.33    5.35    0.00    0.00    0.05    0.00    0.00    0.00   44.43
04:33:51 AM  all    4.48   43.69    4.64    0.00    0.00    0.16    0.00    0.00    0.00   47.03
04:33:52 AM  all    5.23   42.95    4.49    1.11    0.00    0.00    0.00    0.00    0.00   46.22
04:33:53 AM  all    5.89   42.59    5.07    0.82    0.00    0.05    0.00    0.00    0.00   45.57
04:33:54 AM  all    4.25   46.03    4.30    0.00    0.00    0.05    0.00    0.00    0.00   45.37
04:33:55 AM  all    4.40   44.72    3.94    0.05    0.00    0.05    0.00    0.00    0.00   46.84
04:33:56 AM  all    4.59   45.89    4.49    0.00    0.00    0.10    0.00    0.00    0.00   44.93
04:33:57 AM  all    4.53   47.13    3.42    0.00    0.00    0.05    0.00    0.00    0.00   44.86
04:33:58 AM  all    5.02   45.56    4.16    0.05    0.00    0.20    0.00    0.00    0.00   45.01
04:33:59 AM  all    5.25   44.42    4.28    0.00    0.00    0.00    0.00    0.00    0.00   46.05
04:34:00 AM  all    5.12   46.19    4.13    0.00    0.00    0.15    0.00    0.00    0.00   44.42
04:34:01 AM  all    3.97   45.64    4.13    0.05    0.00    0.00    0.00    0.00    0.00   46.20
04:34:02 AM  all    3.62   45.70    4.23    0.00    0.00    0.05    0.00    0.00    0.00   46.41
04:34:03 AM  all    4.44   45.97    4.03    0.05    0.00    0.15    0.00    0.00    0.00   45.36
04:34:04 AM  all    4.65   42.71    4.70    0.21    0.00    0.05    0.00    0.00    0.00   47.67
04:34:05 AM  all    3.73   47.06    3.68    0.00    0.00    0.05    0.00    0.00    0.00   45.47
04:34:06 AM  all    3.88   47.36    3.49    0.00    0.00    0.00    0.00    0.00    0.00   45.27
04:34:07 AM  all   13.07   41.93    4.24    0.20    0.00    0.10    0.00    0.00    0.00   40.46
04:34:08 AM  all    7.51   44.57    3.71    0.05    0.00    0.05    0.00    0.00    0.00   44.12
04:34:09 AM  all    4.59   45.57    4.13    0.00    0.00    0.00    0.00    0.00    0.00   45.72
04:34:10 AM  all    4.87   44.77    3.67    0.16    0.00    0.16    0.00    0.00    0.00   46.38
04:34:11 AM  all    4.21   45.71    3.80    0.00    0.00    0.21    0.00    0.00    0.00   46.07
04:34:12 AM  all    3.88   47.13    3.52    0.00    0.00    0.00    0.00    0.00    0.00   45.47
04:34:13 AM  all    5.18   45.88    4.18    0.10    0.00    0.10    0.00    0.00    0.00   44.57
04:34:14 AM  all    4.29   45.76    4.44    0.00    0.00    0.00    0.00    0.00    0.00   45.51
04:34:15 AM  all    5.94   45.52    3.86    0.00    0.00    0.05    0.00    0.00    0.00   44.63
04:34:16 AM  all    4.01   47.75    3.76    0.00    0.00    0.00    0.00    0.00    0.00   44.48
04:34:17 AM  all    5.67   45.28    3.97    0.00    0.00    0.00    0.00    0.00    0.00   45.08
04:34:18 AM  all   17.32    2.06    1.31    0.10    0.00    0.05    0.00    0.00    0.00   79.15
04:34:19 AM  all   16.60   22.42    2.88    0.05    0.00    0.00    0.00    0.00    0.00   58.05
04:34:20 AM  all    5.24   38.65    3.72    0.00    0.00    0.20    0.00    0.00    0.00   52.19
04:34:21 AM  all    5.12   38.50    3.99    0.00    0.00    0.00    0.00    0.00    0.00   52.38
04:34:22 AM  all    5.54   39.68    3.52    0.00    0.00    0.10    0.00    0.00    0.00   51.16
04:34:23 AM  all    5.29   38.52    3.75    0.00    0.00    0.05    0.00    0.00    0.00   52.39
04:34:24 AM  all    4.98   38.26    4.01    0.00    0.00    0.00    0.00    0.00    0.00   52.75
04:34:25 AM  all    5.66   38.68    3.61    0.00    0.00    0.05    0.00    0.00    0.00   52.00
04:34:26 AM  all    4.52   39.35    3.59    0.00    0.00    0.10    0.00    0.00    0.00   52.44
04:34:27 AM  all    4.67   38.05    3.90    0.00    0.00    0.05    0.00    0.00    0.00   53.33
04:34:28 AM  all    4.23   38.92    3.87    0.10    0.00    0.00    0.00    0.00    0.00   52.89
04:34:29 AM  all    4.84    4.24    0.25    0.00    0.00    0.00    0.00    0.00    0.00   90.67
04:34:30 AM  all    5.10    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   94.70
04:34:31 AM  all    5.21    0.00    0.10    0.15    0.00    0.00    0.00    0.00    0.00   94.54
