Linux 5.15.0-141-generic (node7) 	06/08/2025 	_x86_64_	(20 CPU)

06:09:09 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:09:10 PM  all   15.88    0.00    0.60    1.95    0.00    0.00    0.00    0.00    0.00   81.57
06:09:11 PM  all   17.10    0.00    0.50    0.20    0.00    0.05    0.00    0.00    0.00   82.14
06:09:12 PM  all    2.55    0.00    0.50    0.70    0.00    0.00    0.00    0.00    0.00   96.26
06:09:13 PM  all    0.25    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.55
06:09:14 PM  all    0.60    0.00    0.25    0.05    0.00    0.00    0.00    0.00    0.00   99.10
06:09:15 PM  all   16.98    0.00    0.90    0.30    0.00    0.00    0.00    0.00    0.00   81.81
06:09:16 PM  all   83.24    0.00    5.90    0.00    0.00    0.00    0.00    0.00    0.00   10.86
06:09:17 PM  all   94.49    0.00    5.51    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:09:18 PM  all   92.87    0.00    7.13    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:09:19 PM  all   93.43    0.00    6.57    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:09:20 PM  all   93.05    0.00    6.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:09:21 PM  all   93.16    0.00    6.84    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:09:22 PM  all   92.49    0.00    7.51    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:09:23 PM  all   91.95    0.00    8.05    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:09:24 PM  all   92.26    0.00    7.74    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:09:25 PM  all   92.50    0.00    7.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:09:26 PM  all   94.04    0.00    5.96    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:09:27 PM  all   93.90    0.00    6.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:09:28 PM  all   93.65    0.00    6.35    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:09:29 PM  all   88.14    0.00    7.20    0.00    0.00    0.00    0.00    0.00    0.00    4.65
06:09:30 PM  all   16.44    0.00    4.06    0.10    0.00    0.00    0.00    0.00    0.00   79.40
06:09:31 PM  all   12.29    0.00    3.45    0.00    0.00    0.00    0.00    0.00    0.00   84.27
06:09:32 PM  all   12.53    0.00    3.21    0.00    0.00    0.05    0.00    0.00    0.00   84.21
06:09:33 PM  all   12.44    0.00    3.55    0.00    0.00    0.00    0.00    0.00    0.00   84.02
06:09:34 PM  all   12.00    0.00    3.60    0.05    0.00    0.25    0.00    0.00    0.00   84.10
06:09:35 PM  all   12.45    0.00    3.90    0.05    0.00    0.15    0.00    0.00    0.00   83.45
06:09:36 PM  all   13.38    0.00    3.51    0.00    0.00    0.15    0.00    0.00    0.00   82.97
06:09:37 PM  all   12.39    0.00    4.16    0.05    0.00    0.15    0.00    0.00    0.00   83.24
