Linux 5.15.0-141-generic (node7) 	06/09/2025 	_x86_64_	(20 CPU)

02:28:13 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:28:14 AM  all   15.44    0.00    0.95    2.26    0.00    0.10    0.00    0.00    0.00   81.25
02:28:15 AM  all   16.82    0.00    0.90    0.65    0.00    0.05    0.00    0.00    0.00   81.58
02:28:16 AM  all    3.64    0.00    0.55    0.60    0.00    0.05    0.00    0.00    0.00   95.16
02:28:17 AM  all    0.95    0.00    0.50    0.45    0.00    0.15    0.00    0.00    0.00   97.94
02:28:18 AM  all   16.83    0.00    1.15    0.15    0.00    0.00    0.00    0.00    0.00   81.86
02:28:19 AM  all   17.34    0.00    1.05    0.00    0.00    0.00    0.00    0.00    0.00   81.60
02:28:20 AM  all   15.27    2.98    1.11    0.40    0.00    0.10    0.00    0.00    0.00   80.13
02:28:21 AM  all    3.11    4.21    1.55    0.00    0.00    0.15    0.00    0.00    0.00   90.98
02:28:22 AM  all    3.38    4.18    1.41    0.35    0.00    0.15    0.00    0.00    0.00   90.52
02:28:23 AM  all    3.06    4.32    1.41    0.00    0.00    0.20    0.00    0.00    0.00   91.01
02:28:24 AM  all    2.93    4.19    1.31    0.00    0.00    0.05    0.00    0.00    0.00   91.52
02:28:25 AM  all    3.36    4.12    1.51    0.00    0.00    0.10    0.00    0.00    0.00   90.91
02:28:26 AM  all    3.46    4.36    1.25    0.05    0.00    0.05    0.00    0.00    0.00   90.83
02:28:27 AM  all    3.59    4.10    1.16    0.00    0.00    0.00    0.00    0.00    0.00   91.15
02:28:28 AM  all    3.41    4.12    1.26    0.00    0.00    0.20    0.00    0.00    0.00   91.01
02:28:29 AM  all    3.41    4.12    1.31    0.05    0.00    0.20    0.00    0.00    0.00   90.91
02:28:30 AM  all    3.24    3.80    1.06    0.00    0.00    0.10    0.00    0.00    0.00   91.80
02:28:31 AM  all    3.36    4.16    1.35    0.00    0.00    0.15    0.00    0.00    0.00   90.98
02:28:32 AM  all    3.42    3.83    1.46    0.10    0.00    0.35    0.00    0.00    0.00   90.84
