Linux 5.15.0-141-generic (node7) 	06/09/2025 	_x86_64_	(20 CPU)

02:36:31 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:36:32 AM  all   15.67    0.00    0.65    1.95    0.00    0.05    0.00    0.00    0.00   81.68
02:36:33 AM  all   17.20    0.00    0.85    0.50    0.00    0.10    0.00    0.00    0.00   81.34
02:36:34 AM  all    3.55    0.00    0.50    0.65    0.00    0.05    0.00    0.00    0.00   95.25
02:36:35 AM  all    1.20    0.00    0.50    0.50    0.00    0.05    0.00    0.00    0.00   97.75
02:36:36 AM  all   17.66    0.00    1.10    0.10    0.00    0.00    0.00    0.00    0.00   81.14
02:36:37 AM  all   34.58    0.00    2.50    0.00    0.00    0.05    0.00    0.00    0.00   62.86
02:36:38 AM  all    3.06    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   96.14
02:36:39 AM  all    0.35    0.00    0.35    0.05    0.00    0.00    0.00    0.00    0.00   99.25
02:36:40 AM  all    0.25    0.00    0.25    0.00    0.00    0.05    0.00    0.00    0.00   99.45
02:36:41 AM  all   25.34   12.77    2.50    0.40    0.00    0.25    0.00    0.00    0.00   58.74
02:36:42 AM  all   10.43   17.86    2.90    0.00    0.00    0.20    0.00    0.00    0.00   68.60
02:36:43 AM  all   11.60   17.31    2.88    0.00    0.00    0.20    0.00    0.00    0.00   68.01
02:36:44 AM  all   10.78   17.68    2.87    0.00    0.00    0.55    0.00    0.00    0.00   68.11
02:36:45 AM  all   10.45   17.64    3.06    0.10    0.00    0.31    0.00    0.00    0.00   68.45
02:36:46 AM  all   10.10   18.26    2.75    0.00    0.00    0.25    0.00    0.00    0.00   68.64
02:36:47 AM  all   12.05   16.99    2.77    0.05    0.00    0.30    0.00    0.00    0.00   67.84
02:36:48 AM  all   11.22   16.70    2.99    0.00    0.00    0.20    0.00    0.00    0.00   68.88
02:36:49 AM  all   10.98   17.11    2.99    0.00    0.00    0.40    0.00    0.00    0.00   68.52
02:36:50 AM  all   11.12   17.54    3.08    0.00    0.00    0.30    0.00    0.00    0.00   67.95
02:36:51 AM  all   11.17   17.38    2.63    0.05    0.00    0.35    0.00    0.00    0.00   68.42
02:36:52 AM  all   11.35   17.30    2.72    0.00    0.00    0.50    0.00    0.00    0.00   68.13
02:36:53 AM  all   11.52   17.87    2.57    0.00    0.00    0.35    0.00    0.00    0.00   67.69
02:36:54 AM  all   10.34   18.46    2.43    0.00    0.00    0.41    0.00    0.00    0.00   68.36
