Linux 5.15.0-141-generic (node7) 	06/09/2025 	_x86_64_	(20 CPU)

03:13:54 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:13:55 AM  all   15.83    0.00    0.65    2.00    0.00    0.10    0.00    0.00    0.00   81.43
03:13:56 AM  all   17.36    0.00    0.80    0.65    0.00    0.15    0.00    0.00    0.00   81.04
03:13:57 AM  all    3.56    0.00    0.55    0.55    0.00    0.10    0.00    0.00    0.00   95.23
03:13:58 AM  all    1.65    0.00    0.50    0.50    0.00    0.10    0.00    0.00    0.00   97.25
03:13:59 AM  all   16.96    0.00    0.95    0.05    0.00    0.05    0.00    0.00    0.00   81.99
03:14:00 AM  all   85.44    0.00    5.09    0.05    0.00    0.00    0.00    0.00    0.00    9.43
03:14:01 AM  all   93.50    0.00    6.45    0.00    0.00    0.05    0.00    0.00    0.00    0.00
03:14:02 AM  all   92.94    0.00    7.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:14:03 AM  all   93.00    0.00    6.95    0.00    0.00    0.05    0.00    0.00    0.00    0.00
03:14:04 AM  all   93.35    0.00    6.65    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:14:05 AM  all   92.35    0.00    7.65    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:14:06 AM  all   92.66    0.00    7.34    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:14:07 AM  all   92.10    0.00    7.90    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:14:08 AM  all   91.45    0.00    8.55    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:14:09 AM  all   92.90    0.00    7.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:14:10 AM  all   92.55    0.00    7.45    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:14:11 AM  all   93.76    0.00    6.24    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:14:12 AM  all   93.60    0.00    6.40    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:14:13 AM  all   72.81    0.00    6.31    0.00    0.00    0.00    0.00    0.00    0.00   20.88
03:14:14 AM  all   12.66    0.00    3.20    0.00    0.00    0.05    0.00    0.00    0.00   84.08
03:14:15 AM  all   12.27    0.00    3.47    0.20    0.00    0.00    0.00    0.00    0.00   84.06
03:14:16 AM  all   12.27    0.00    3.20    0.05    0.00    0.00    0.00    0.00    0.00   84.48
03:14:17 AM  all   12.20    0.00    3.21    0.00    0.00    0.05    0.00    0.00    0.00   84.54
03:14:18 AM  all   12.16    0.00    3.79    0.00    0.00    0.30    0.00    0.00    0.00   83.75
03:14:19 AM  all   12.41    0.00    3.75    0.10    0.00    0.20    0.00    0.00    0.00   83.53
03:14:20 AM  all   13.15    0.00    3.93    0.05    0.00    0.35    0.00    0.00    0.00   82.52
03:14:21 AM  all   12.90    0.00    3.76    0.00    0.00    0.30    0.00    0.00    0.00   83.04
