Linux 5.15.0-141-generic (node7) 	06/16/2025 	_x86_64_	(20 CPU)

02:23:24 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:23:25 AM  all   15.09    0.00    1.06    1.76    0.00    0.10    0.00    0.00    0.00   81.99
02:23:26 AM  all   17.55    0.00    0.60    0.25    0.00    0.00    0.00    0.00    0.00   81.59
02:23:27 AM  all    2.81    0.00    0.60    1.05    0.00    0.00    0.00    0.00    0.00   95.53
02:23:28 AM  all    1.15    0.00    0.40    0.35    0.00    0.05    0.00    0.00    0.00   98.04
02:23:29 AM  all   17.79    0.00    1.05    0.05    0.00    0.00    0.00    0.00    0.00   81.11
02:23:30 AM  all   16.56    0.00    0.75    0.05    0.00    0.00    0.00    0.00    0.00   82.64
02:23:31 AM  all   14.91    4.30    1.25    0.40    0.00    0.15    0.00    0.00    0.00   78.98
02:23:32 AM  all    2.22    5.71    0.81    0.00    0.00    0.05    0.00    0.00    0.00   91.21
02:23:33 AM  all    2.22    5.64    1.11    0.00    0.00    0.10    0.00    0.00    0.00   90.94
02:23:34 AM  all    2.07    5.34    1.61    0.20    0.00    0.15    0.00    0.00    0.00   90.63
02:23:35 AM  all    2.32    5.59    1.16    0.05    0.00    0.00    0.00    0.00    0.00   90.88
02:23:36 AM  all    2.46    5.73    0.90    0.00    0.00    0.20    0.00    0.00    0.00   90.71
02:23:37 AM  all    2.51    5.93    1.26    0.05    0.00    0.05    0.00    0.00    0.00   90.20
02:23:38 AM  all    2.22    5.41    1.01    0.00    0.00    0.05    0.00    0.00    0.00   91.30
02:23:39 AM  all    1.52    6.02    0.86    0.00    0.00    0.25    0.00    0.00    0.00   91.35
02:23:40 AM  all    2.27    5.35    1.21    0.05    0.00    0.10    0.00    0.00    0.00   91.01
02:23:41 AM  all    1.81    6.15    1.01    0.00    0.00    0.20    0.00    0.00    0.00   90.83
02:23:42 AM  all    1.82    5.37    1.32    0.00    0.00    0.05    0.00    0.00    0.00   91.44
02:23:43 AM  all    2.07    5.61    1.01    0.05    0.00    0.10    0.00    0.00    0.00   91.16
02:23:44 AM  all    1.72    5.97    1.06    0.00    0.00    0.05    0.00    0.00    0.00   91.19
02:23:45 AM  all    2.26    5.38    1.41    0.00    0.00    0.10    0.00    0.00    0.00   90.85
02:23:46 AM  all    2.07    5.71    1.06    0.00    0.00    0.20    0.00    0.00    0.00   90.96
02:23:47 AM  all    3.11    5.52    1.16    0.30    0.00    0.15    0.00    0.00    0.00   89.75
02:23:48 AM  all    2.32    5.75    1.16    0.00    0.00    0.00    0.00    0.00    0.00   90.77
02:23:49 AM  all    2.51    5.47    1.81    0.05    0.00    0.05    0.00    0.00    0.00   90.12
02:23:50 AM  all    1.97    5.55    1.26    0.05    0.00    0.05    0.00    0.00    0.00   91.12
02:23:51 AM  all    2.17    5.80    1.11    0.00    0.00    0.00    0.00    0.00    0.00   90.92
02:23:52 AM  all    2.68    5.55    1.16    0.05    0.00    0.10    0.00    0.00    0.00   90.46
02:23:53 AM  all    2.35    5.46    1.50    0.00    0.00    0.10    0.00    0.00    0.00   90.58
02:23:54 AM  all    2.53    5.56    1.11    0.00    0.00    0.15    0.00    0.00    0.00   90.66
02:23:55 AM  all    2.36    6.08    0.95    0.05    0.00    0.10    0.00    0.00    0.00   90.46
02:23:56 AM  all    2.02    5.89    0.81    0.00    0.00    0.25    0.00    0.00    0.00   91.03
02:23:57 AM  all    2.42    5.90    1.11    0.00    0.00    0.10    0.00    0.00    0.00   90.47
02:23:58 AM  all    1.82    5.97    0.86    0.00    0.00    0.10    0.00    0.00    0.00   91.24
02:23:59 AM  all    2.31    5.73    1.05    0.00    0.00    0.20    0.00    0.00    0.00   90.71
02:24:00 AM  all    2.07    5.71    0.91    0.00    0.00    0.05    0.00    0.00    0.00   91.25
02:24:01 AM  all   17.48    0.10    1.30    0.20    0.00    0.00    0.00    0.00    0.00   80.92
02:24:02 AM  all   16.46    1.60    1.25    0.00    0.00    0.05    0.00    0.00    0.00   80.64
02:24:03 AM  all    3.21    3.61    1.76    0.00    0.00    0.05    0.00    0.00    0.00   91.37
02:24:04 AM  all    4.14    4.14    1.15    0.00    0.00    0.00    0.00    0.00    0.00   90.57
02:24:05 AM  all    3.66    4.46    1.05    0.05    0.00    0.15    0.00    0.00    0.00   90.63
02:24:06 AM  all    3.75    4.00    1.15    0.00    0.00    0.15    0.00    0.00    0.00   90.95
02:24:07 AM  all    3.54    4.30    1.22    0.15    0.00    0.00    0.00    0.00    0.00   90.78
02:24:08 AM  all    3.45    4.05    1.60    0.00    0.00    0.05    0.00    0.00    0.00   90.84
