Linux 5.15.0-141-generic (node7) 	06/16/2025 	_x86_64_	(20 CPU)

02:08:40 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:08:41 AM  all   15.66    0.00    0.70    1.71    0.00    0.15    0.00    0.00    0.00   81.78
02:08:42 AM  all   17.38    0.00    0.70    0.30    0.00    0.00    0.00    0.00    0.00   81.62
02:08:43 AM  all    2.92    0.00    0.60    1.06    0.00    0.05    0.00    0.00    0.00   95.37
02:08:44 AM  all    0.75    0.00    0.50    0.35    0.00    0.00    0.00    0.00    0.00   98.39
02:08:45 AM  all   17.35    0.00    1.31    0.40    0.00    0.00    0.00    0.00    0.00   80.94
02:08:46 AM  all   17.05    0.00    0.80    0.05    0.00    0.00    0.00    0.00    0.00   82.10
02:08:47 AM  all   15.05    3.86    1.30    0.40    0.00    0.20    0.00    0.00    0.00   79.19
02:08:48 AM  all    2.07    5.60    0.96    0.00    0.00    0.05    0.00    0.00    0.00   91.32
02:08:49 AM  all    3.12    5.64    0.81    0.05    0.00    0.20    0.00    0.00    0.00   90.19
02:08:50 AM  all    2.62    5.49    0.91    0.00    0.00    0.10    0.00    0.00    0.00   90.89
02:08:51 AM  all    2.11    5.74    1.01    0.00    0.00    0.10    0.00    0.00    0.00   91.04
02:08:52 AM  all    3.41    5.01    1.20    0.00    0.00    0.10    0.00    0.00    0.00   90.28
02:08:53 AM  all    2.62    5.39    1.41    0.00    0.00    0.05    0.00    0.00    0.00   90.53
02:08:54 AM  all    3.13    5.15    1.16    0.00    0.00    0.10    0.00    0.00    0.00   90.45
02:08:55 AM  all    2.32    5.49    1.16    0.05    0.00    0.10    0.00    0.00    0.00   90.88
02:08:56 AM  all    2.57    5.54    0.81    0.00    0.00    0.15    0.00    0.00    0.00   90.94
02:08:57 AM  all    2.37    5.49    1.16    0.00    0.00    0.15    0.00    0.00    0.00   90.84
02:08:58 AM  all    2.21    5.42    1.55    0.05    0.00    0.15    0.00    0.00    0.00   90.62
02:08:59 AM  all    2.52    5.48    1.16    0.00    0.00    0.20    0.00    0.00    0.00   90.64
02:09:00 AM  all    2.32    5.51    0.81    0.00    0.00    0.10    0.00    0.00    0.00   91.26
02:09:01 AM  all    2.26    5.64    1.26    0.05    0.00    0.10    0.00    0.00    0.00   90.69
02:09:02 AM  all    2.71    5.11    1.30    0.00    0.00    0.20    0.00    0.00    0.00   90.68
02:09:03 AM  all    2.53    5.51    0.91    0.00    0.00    0.05    0.00    0.00    0.00   91.00
02:09:04 AM  all    2.77    5.08    1.21    0.00    0.00    0.10    0.00    0.00    0.00   90.85
02:09:05 AM  all    2.17    5.50    1.06    0.05    0.00    0.10    0.00    0.00    0.00   91.12
02:09:06 AM  all    1.97    5.35    1.26    0.00    0.00    0.15    0.00    0.00    0.00   91.27
02:09:07 AM  all    2.77    5.09    1.11    0.05    0.00    0.15    0.00    0.00    0.00   90.82
02:09:08 AM  all    2.48    5.46    0.66    0.00    0.00    0.05    0.00    0.00    0.00   91.35
02:09:09 AM  all    2.88    4.94    1.56    0.00    0.00    0.00    0.00    0.00    0.00   90.62
02:09:10 AM  all    4.53    5.48    1.16    0.00    0.00    0.35    0.00    0.00    0.00   88.48
02:09:11 AM  all    3.43    5.45    0.96    0.00    0.00    0.00    0.00    0.00    0.00   90.15
02:09:12 AM  all    3.26    5.52    1.25    0.00    0.00    0.00    0.00    0.00    0.00   89.96
02:09:13 AM  all    2.96    4.87    1.41    0.05    0.00    0.05    0.00    0.00    0.00   90.65
02:09:14 AM  all    2.37    5.49    1.11    0.00    0.00    0.10    0.00    0.00    0.00   90.94
02:09:15 AM  all    2.27    5.40    1.06    0.05    0.00    0.25    0.00    0.00    0.00   90.97
02:09:16 AM  all    2.47    5.64    0.86    0.10    0.00    0.05    0.00    0.00    0.00   90.88
02:09:17 AM  all   17.34    0.35    0.96    0.05    0.00    0.00    0.00    0.00    0.00   81.30
02:09:18 AM  all   16.26    1.46    1.31    0.05    0.00    0.05    0.00    0.00    0.00   80.87
02:09:19 AM  all    3.91    3.76    1.70    0.05    0.00    0.05    0.00    0.00    0.00   90.53
02:09:20 AM  all    3.66    3.77    1.41    0.05    0.00    0.05    0.00    0.00    0.00   91.06
02:09:21 AM  all    3.76    3.86    1.10    0.00    0.00    0.10    0.00    0.00    0.00   91.17
02:09:22 AM  all    4.14    3.79    1.90    0.00    0.00    0.05    0.00    0.00    0.00   90.12
02:09:23 AM  all    4.19    3.64    1.30    0.00    0.00    0.05    0.00    0.00    0.00   90.81
02:09:24 AM  all    4.41    3.51    1.15    0.00    0.00    0.05    0.00    0.00    0.00   90.87
02:09:25 AM  all    3.96    3.76    1.25    0.05    0.00    0.10    0.00    0.00    0.00   90.87
02:09:26 AM  all    4.62    3.62    1.34    0.00    0.00    0.05    0.00    0.00    0.00   90.37
02:09:27 AM  all    4.64    3.59    1.05    0.00    0.00    0.10    0.00    0.00    0.00   90.61
02:09:28 AM  all    4.61    3.32    1.44    0.05    0.00    0.05    0.00    0.00    0.00   90.53
02:09:29 AM  all    4.39    3.44    1.35    0.00    0.00    0.05    0.00    0.00    0.00   90.77
02:09:30 AM  all    4.10    3.30    1.60    0.05    0.00    0.00    0.00    0.00    0.00   90.95
02:09:31 AM  all    4.29    3.84    1.10    0.05    0.00    0.00    0.00    0.00    0.00   90.71
02:09:32 AM  all    4.10    3.70    1.75    0.00    0.00    0.05    0.00    0.00    0.00   90.40
02:09:33 AM  all    3.66    4.01    1.40    0.00    0.00    0.15    0.00    0.00    0.00   90.78
02:09:34 AM  all    4.00    3.80    1.60    0.20    0.00    0.00    0.00    0.00    0.00   90.40
02:09:35 AM  all    3.58    4.03    1.21    0.00    0.00    0.05    0.00    0.00    0.00   91.13
02:09:36 AM  all    3.99    4.04    1.01    0.00    0.00    0.05    0.00    0.00    0.00   90.90
02:09:37 AM  all    4.44    2.37    0.66    0.05    0.00    0.05    0.00    0.00    0.00   92.44
