Linux 5.15.0-140-generic (node7) 	06/08/2025 	_x86_64_	(20 CPU)

01:16:47 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:16:48 AM  all   18.73    0.00    1.15    1.59    0.00    0.25    0.00    0.00    0.00   78.29
01:16:49 AM  all   17.15    0.00    1.05    0.35    0.00    0.00    0.00    0.00    0.00   81.45
01:16:50 AM  all    3.95    0.00    0.85    0.60    0.00    0.05    0.00    0.00    0.00   94.55
01:16:51 AM  all    1.16    0.00    0.65    0.35    0.00    0.05    0.00    0.00    0.00   97.79
01:16:52 AM  all   27.63    0.00    2.95    0.00    0.00    0.00    0.00    0.00    0.00   69.42
01:16:53 AM  all   94.06    0.00    5.94    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:16:54 AM  all   92.80    0.00    7.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:16:55 AM  all   93.19    0.00    6.81    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:16:56 AM  all   93.25    0.00    6.75    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:16:57 AM  all   92.35    0.00    7.65    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:16:58 AM  all   90.90    0.00    9.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:16:59 AM  all   74.87    0.00    7.32    0.00    0.00    0.00    0.00    0.00    0.00   17.80
01:17:00 AM  all   17.64    0.00    4.55    0.00    0.00    0.00    0.00    0.00    0.00   77.81
01:17:01 AM  all   17.69    0.00    3.86    0.05    0.00    0.00    0.00    0.00    0.00   78.40
01:17:02 AM  all   18.12    0.00    4.24    0.00    0.00    0.00    0.00    0.00    0.00   77.63
01:17:03 AM  all   16.63    0.00    3.96    0.00    0.00    0.00    0.00    0.00    0.00   79.41
01:17:04 AM  all   17.06    0.00    3.81    0.00    0.00    0.05    0.00    0.00    0.00   79.08
01:17:05 AM  all   18.04    0.00    4.48    0.00    0.00    0.30    0.00    0.00    0.00   77.18
01:17:06 AM  all   21.54    0.00    4.80    0.25    0.00    0.30    0.00    0.00    0.00   73.11
01:17:07 AM  all   19.01    0.00    4.55    0.00    0.00    0.25    0.00    0.00    0.00   76.19
01:17:08 AM  all   18.89    0.00    4.75    0.00    0.00    0.35    0.00    0.00    0.00   76.01
01:17:09 AM  all   19.51    0.00    4.74    0.00    0.00    0.20    0.00    0.00    0.00   75.55
01:17:10 AM  all   19.61    0.00    5.18    0.00    0.00    0.40    0.00    0.00    0.00   74.81
01:17:11 AM  all    6.28    0.00    1.89    0.00    0.00    0.35    0.00    0.00    0.00   91.48
01:17:12 AM  all    0.20    0.00    0.35    0.00    0.00    0.00    0.00    0.00    0.00   99.45
01:17:13 AM  all    0.20    0.00    0.45    0.00    0.00    0.05    0.00    0.00    0.00   99.30
01:17:14 AM  all    0.45    0.00    0.55    0.00    0.00    0.00    0.00    0.00    0.00   99.00
01:17:15 AM  all   22.51    0.00    1.00    0.00    0.00    0.20    0.00    0.00    0.00   76.29
01:17:16 AM  all   74.20    0.00    2.39    0.00    0.00    0.41    0.00    0.00    0.00   23.01
