Linux 5.15.0-140-generic (node7) 	06/08/2025 	_x86_64_	(20 CPU)

12:34:27 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:34:28 AM  all   15.91    0.00    0.75    1.70    0.00    0.10    0.00    0.00    0.00   81.54
12:34:29 AM  all   17.27    0.00    1.05    0.40    0.00    0.05    0.00    0.00    0.00   81.23
12:34:30 AM  all    3.66    0.00    0.75    0.45    0.00    0.15    0.00    0.00    0.00   94.98
12:34:31 AM  all    1.49    0.00    0.95    0.25    0.00    0.15    0.00    0.00    0.00   97.16
12:34:32 AM  all   32.50    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   66.50
12:34:33 AM  all   28.56    0.00    2.55    0.00    0.00    0.10    0.00    0.00    0.00   68.78
12:34:34 AM  all    1.70    0.00    1.15    0.05    0.00    0.05    0.00    0.00    0.00   97.06
12:34:35 AM  all    0.25    0.00    0.45    0.00    0.00    0.00    0.00    0.00    0.00   99.30
12:34:36 AM  all    5.14    0.00    0.55    0.00    0.00    0.00    0.00    0.00    0.00   94.31
12:34:37 AM  all   20.30    0.00    0.85    0.00    0.00    0.20    0.00    0.00    0.00   78.65
12:34:38 AM  all   20.06    0.00    1.05    0.00    0.00    0.30    0.00    0.00    0.00   78.59
12:34:39 AM  all   22.46    0.00    0.95    0.00    0.00    0.25    0.00    0.00    0.00   76.33
12:34:40 AM  all   21.80    0.00    1.20    0.00    0.00    0.10    0.00    0.00    0.00   76.90
12:34:41 AM  all   20.06    0.00    1.10    0.00    0.00    0.15    0.00    0.00    0.00   78.69
12:34:42 AM  all   20.39    0.00    1.05    0.00    0.00    0.25    0.00    0.00    0.00   78.31
12:34:43 AM  all   20.42    0.00    0.70    0.00    0.00    0.05    0.00    0.00    0.00   78.83
12:34:44 AM  all   20.09    0.00    0.95    0.00    0.00    0.35    0.00    0.00    0.00   78.60
12:34:45 AM  all   24.42    0.00    1.00    0.00    0.00    0.20    0.00    0.00    0.00   74.37
12:34:46 AM  all   20.23    0.00    1.00    0.00    0.00    0.10    0.00    0.00    0.00   78.66
12:34:47 AM  all   20.02    0.00    0.86    0.00    0.00    0.15    0.00    0.00    0.00   78.97
12:34:48 AM  all   19.84    0.00    1.50    0.00    0.00    0.30    0.00    0.00    0.00   78.36
12:34:49 AM  all   20.16    0.00    1.05    0.00    0.00    0.30    0.00    0.00    0.00   78.49
12:34:50 AM  all   19.96    0.00    0.86    0.00    0.00    0.20    0.00    0.00    0.00   78.98
12:34:51 AM  all   23.63    0.00    1.05    0.00    0.00    0.25    0.00    0.00    0.00   75.06
12:34:52 AM  all   19.71    0.00    1.35    0.00    0.00    0.25    0.00    0.00    0.00   78.69
12:34:53 AM  all   20.33    0.00    1.10    0.00    0.00    0.25    0.00    0.00    0.00   78.32
12:34:54 AM  all   20.29    0.00    0.95    0.00    0.00    0.35    0.00    0.00    0.00   78.40
12:34:55 AM  all   20.38    0.00    1.10    0.00    0.00    0.20    0.00    0.00    0.00   78.33
12:34:56 AM  all   22.52    0.00    1.11    0.00    0.00    0.05    0.00    0.00    0.00   76.32
12:34:57 AM  all   21.22    0.00    1.30    0.00    0.00    0.20    0.00    0.00    0.00   77.27
12:34:58 AM  all   20.06    0.00    0.76    0.00    0.00    0.20    0.00    0.00    0.00   78.98
12:34:59 AM  all   20.28    0.00    1.25    0.00    0.00    0.20    0.00    0.00    0.00   78.28
12:35:00 AM  all   20.15    0.00    1.06    0.00    0.00    0.20    0.00    0.00    0.00   78.59
12:35:01 AM  all   20.29    0.00    1.05    0.00    0.00    0.20    0.00    0.00    0.00   78.46
12:35:02 AM  all   24.42    0.00    1.00    0.00    0.00    0.15    0.00    0.00    0.00   74.42
12:35:03 AM  all   20.22    0.00    1.05    0.00    0.00    0.20    0.00    0.00    0.00   78.53
12:35:04 AM  all   20.47    0.00    1.10    0.00    0.00    0.05    0.00    0.00    0.00   78.38
12:35:05 AM  all   23.50    0.00    1.20    0.00    0.00    0.30    0.00    0.00    0.00   75.00
12:35:06 AM  all   19.72    0.00    1.46    0.10    0.00    0.15    0.00    0.00    0.00   78.58
12:35:07 AM  all   18.70    0.00    1.70    0.10    0.00    0.00    0.00    0.00    0.00   79.50
12:35:08 AM  all    4.92    0.00    0.80    0.05    0.00    0.00    0.00    0.00    0.00   94.23
12:35:09 AM  all    5.60    0.00    0.85    0.00    0.00    0.00    0.00    0.00    0.00   93.55
12:35:10 AM  all    5.74    0.00    0.60    0.00    0.00    0.10    0.00    0.00    0.00   93.56
12:35:11 AM  all    5.68    0.00    0.65    0.00    0.00    0.05    0.00    0.00    0.00   93.63
12:35:12 AM  all    5.46    0.00    0.80    0.00    0.00    0.10    0.00    0.00    0.00   93.63
12:35:13 AM  all    5.44    0.00    0.95    0.00    0.00    0.05    0.00    0.00    0.00   93.56
12:35:14 AM  all    8.08    0.00    0.95    0.00    0.00    0.00    0.00    0.00    0.00   90.97
12:35:15 AM  all    6.71    0.00    0.75    0.00    0.00    0.10    0.00    0.00    0.00   92.43
12:35:16 AM  all    5.45    0.00    0.80    0.00    0.00    0.05    0.00    0.00    0.00   93.70
12:35:17 AM  all    5.27    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   94.22
12:35:18 AM  all    5.46    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   93.54
12:35:19 AM  all    5.45    0.00    0.85    0.00    0.00    0.05    0.00    0.00    0.00   93.65
12:35:20 AM  all    5.59    0.00    0.80    0.00    0.00    0.10    0.00    0.00    0.00   93.51
12:35:21 AM  all    5.73    0.00    1.00    0.00    0.00    0.10    0.00    0.00    0.00   93.18
12:35:22 AM  all    5.22    0.00    0.65    0.00    0.00    0.05    0.00    0.00    0.00   94.07
