Linux 5.15.0-141-generic (node7) 	06/09/2025 	_x86_64_	(20 CPU)

03:48:55 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:48:56 AM  all   15.18    0.00    0.50    1.86    0.00    0.15    0.00    0.00    0.00   82.30
03:48:57 AM  all   17.24    0.00    0.70    0.25    0.00    0.00    0.00    0.00    0.00   81.80
03:48:58 AM  all    2.16    0.00    0.15    0.55    0.00    0.05    0.00    0.00    0.00   97.08
03:48:59 AM  all    0.35    0.00    0.10    0.00    0.00    0.00    0.00    0.00    0.00   99.55
03:49:00 AM  all    0.30    0.00    0.15    0.25    0.00    0.00    0.00    0.00    0.00   99.30
03:49:01 AM  all   16.75    0.00    0.86    0.20    0.00    0.05    0.00    0.00    0.00   82.14
03:49:02 AM  all   85.84    0.00    5.36    0.00    0.00    0.00    0.00    0.00    0.00    8.81
03:49:03 AM  all   93.51    0.00    6.49    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:49:04 AM  all   91.59    0.00    8.41    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:49:05 AM  all   93.35    0.00    6.65    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:49:06 AM  all   92.44    0.00    7.56    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:49:07 AM  all   90.52    0.00    9.48    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:49:08 AM  all   82.33    0.00    7.76    0.00    0.00    0.00    0.00    0.00    0.00    9.91
03:49:09 AM  all   12.18    0.00    3.86    0.05    0.00    0.00    0.00    0.00    0.00   83.91
03:49:10 AM  all   12.19    0.00    3.66    0.00    0.00    0.00    0.00    0.00    0.00   84.15
03:49:11 AM  all   12.84    0.00    3.41    0.05    0.00    0.00    0.00    0.00    0.00   83.70
03:49:12 AM  all   12.37    0.00    3.26    0.05    0.00    0.00    0.00    0.00    0.00   84.32
03:49:13 AM  all   12.32    0.00    3.91    0.00    0.00    0.20    0.00    0.00    0.00   83.57
03:49:14 AM  all   12.95    0.00    3.86    0.00    0.00    0.15    0.00    0.00    0.00   83.04
03:49:15 AM  all   13.10    0.00    3.87    0.10    0.00    0.15    0.00    0.00    0.00   82.78
03:49:16 AM  all   12.90    0.00    3.71    0.05    0.00    0.20    0.00    0.00    0.00   83.14
03:49:17 AM  all   13.45    0.00    3.73    0.00    0.00    0.25    0.00    0.00    0.00   82.57
03:49:18 AM  all   13.21    0.00    4.15    0.00    0.00    0.05    0.00    0.00    0.00   82.59
03:49:19 AM  all   13.31    0.00    3.97    0.00    0.00    0.35    0.00    0.00    0.00   82.37
03:49:20 AM  all   11.81    0.00    3.62    0.00    0.00    0.20    0.00    0.00    0.00   84.37
03:49:21 AM  all    0.15    0.00    0.05    0.05    0.00    0.00    0.00    0.00    0.00   99.75
03:49:22 AM  all    0.25    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.50
03:49:23 AM  all    0.30    0.00    0.15    0.00    0.00    0.00    0.00    0.00    0.00   99.55
03:49:24 AM  all    8.19    0.00    1.51    0.15    0.00    0.15    0.00    0.00    0.00   90.01
03:49:25 AM  all   88.46    3.57    7.53    0.00    0.00    0.25    0.00    0.00    0.00    0.20
03:49:26 AM  all   75.41   21.19    3.30    0.00    0.00    0.10    0.00    0.00    0.00    0.00
03:49:27 AM  all   27.71   61.04    3.85    0.00    0.00    0.10    0.00    0.00    0.00    7.29
03:49:28 AM  all    6.91   77.76    4.47    0.00    0.00    0.15    0.00    0.00    0.00   10.72
03:49:29 AM  all    7.62   76.01    4.86    0.00    0.00    0.15    0.00    0.00    0.00   11.36
03:49:30 AM  all    7.12   76.86    4.17    0.00    0.00    0.00    0.00    0.00    0.00   11.85
03:49:31 AM  all    6.84   77.81    4.29    0.00    0.00    0.15    0.00    0.00    0.00   10.92
03:49:32 AM  all    5.79   78.38    4.06    0.05    0.00    0.25    0.00    0.00    0.00   11.47
03:49:33 AM  all    8.05   77.77    4.07    0.05    0.00    0.05    0.00    0.00    0.00   10.01
03:49:34 AM  all    7.12   77.18    4.64    0.00    0.00    0.15    0.00    0.00    0.00   10.90
03:49:35 AM  all    6.67   78.22    4.78    0.00    0.00    0.31    0.00    0.00    0.00   10.03
03:49:36 AM  all    6.73   77.18    5.06    0.00    0.00    0.10    0.00    0.00    0.00   10.93
03:49:37 AM  all    6.56   78.11    4.69    0.00    0.00    0.05    0.00    0.00    0.00   10.59
03:49:38 AM  all    6.86   77.83    3.91    0.00    0.00    0.10    0.00    0.00    0.00   11.29
03:49:39 AM  all    6.23   78.03    4.29    0.05    0.00    0.10    0.00    0.00    0.00   11.29
03:49:40 AM  all    7.66   77.11    4.63    0.00    0.00    0.10    0.00    0.00    0.00   10.49
03:49:41 AM  all    6.60   77.92    4.47    0.00    0.00    0.36    0.00    0.00    0.00   10.66
03:49:42 AM  all    7.29   76.50    3.62    0.00    0.00    0.10    0.00    0.00    0.00   12.49
03:49:43 AM  all    6.72   78.02    4.27    0.00    0.00    0.05    0.00    0.00    0.00   10.94
03:49:44 AM  all    6.53   78.80    4.20    0.00    0.00    0.10    0.00    0.00    0.00   10.37
03:49:45 AM  all    7.22   76.64    5.12    0.00    0.00    0.05    0.00    0.00    0.00   10.96
03:49:46 AM  all    6.44   78.09    4.51    0.05    0.00    0.00    0.00    0.00    0.00   10.90
03:49:47 AM  all    6.91   77.99    4.17    0.00    0.00    0.05    0.00    0.00    0.00   10.88
03:49:48 AM  all    6.88   77.77    3.42    0.05    0.00    0.15    0.00    0.00    0.00   11.73
03:49:49 AM  all    6.81   77.59    4.83    0.00    0.00    0.15    0.00    0.00    0.00   10.62
03:49:50 AM  all    6.13   78.37    4.46    0.00    0.00    0.05    0.00    0.00    0.00   10.99
03:49:51 AM  all    7.14   75.48    4.92    0.90    0.00    0.05    0.00    0.00    0.00   11.51
03:49:52 AM  all    5.80   78.43    4.54    0.00    0.00    0.30    0.00    0.00    0.00   10.94
03:49:53 AM  all    7.19   77.24    4.39    0.00    0.00    0.15    0.00    0.00    0.00   11.02
03:49:54 AM  all    6.91   77.47    4.33    0.05    0.00    0.15    0.00    0.00    0.00   11.09
03:49:55 AM  all   74.84   17.30    3.68    0.00    0.00    0.00    0.00    0.00    0.00    4.19
03:49:56 AM  all   87.33    0.00    7.36    0.00    0.00    0.00    0.00    0.00    0.00    5.31
03:49:57 AM  all   17.47    0.00    1.30    0.05    0.00    0.05    0.00    0.00    0.00   81.14
03:49:58 AM  all   18.83   19.13    2.57    0.05    0.00    0.00    0.00    0.00    0.00   59.41
03:49:59 AM  all    6.52   29.37    2.38    0.00    0.00    0.05    0.00    0.00    0.00   61.68
03:50:00 AM  all    6.62   28.41    2.60    0.00    0.00    0.05    0.00    0.00    0.00   62.32
03:50:01 AM  all    6.72   29.03    2.54    0.05    0.00    0.05    0.00    0.00    0.00   61.60
03:50:02 AM  all    6.90   27.85    2.79    0.00    0.00    0.10    0.00    0.00    0.00   62.35
03:50:03 AM  all    7.27   28.32    3.01    0.00    0.00    0.05    0.00    0.00    0.00   61.35
03:50:04 AM  all    6.31   24.42    2.24    0.00    0.00    0.00    0.00    0.00    0.00   67.04
