Linux 5.15.0-141-generic (node7) 	06/09/2025 	_x86_64_	(20 CPU)

03:17:49 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:17:50 AM  all   15.52    0.00    1.65    3.75    0.00    0.10    0.00    0.00    0.00   78.98
03:17:51 AM  all   16.98    0.00    0.80    0.20    0.00    0.00    0.00    0.00    0.00   82.01
03:17:52 AM  all    2.06    0.00    0.25    0.60    0.00    0.05    0.00    0.00    0.00   97.04
03:17:53 AM  all    0.25    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.50
03:17:54 AM  all    0.30    0.00    0.05    0.05    0.00    0.00    0.00    0.00    0.00   99.60
03:17:55 AM  all   16.98    0.00    0.90    0.45    0.00    0.05    0.00    0.00    0.00   81.62
03:17:56 AM  all   16.91    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   82.29
03:17:57 AM  all   18.46   22.00    2.73    0.40    0.00    0.15    0.00    0.00    0.00   56.25
03:17:58 AM  all    6.85   35.70    3.75    0.30    0.00    0.05    0.00    0.00    0.00   53.35
03:17:59 AM  all    7.89   32.60    3.54    0.00    0.00    0.15    0.00    0.00    0.00   55.82
03:18:00 AM  all    7.83   33.74    3.89    0.00    0.00    0.00    0.00    0.00    0.00   54.55
03:18:01 AM  all    6.40   34.55    3.15    0.00    0.00    0.00    0.00    0.00    0.00   55.89
03:18:02 AM  all    6.12   36.19    3.16    0.00    0.00    0.15    0.00    0.00    0.00   54.39
03:18:03 AM  all    7.39   34.03    3.44    0.00    0.00    0.05    0.00    0.00    0.00   55.09
03:18:04 AM  all    5.59   35.33    3.03    0.00    0.00    0.10    0.00    0.00    0.00   55.95
03:18:05 AM  all    5.61   35.67    2.99    0.05    0.00    0.00    0.00    0.00    0.00   55.69
03:18:06 AM  all    6.03   36.66    2.84    0.00    0.00    0.05    0.00    0.00    0.00   54.41
03:18:07 AM  all    6.10   34.45    3.35    0.05    0.00    0.20    0.00    0.00    0.00   55.84
03:18:08 AM  all    7.99   33.06    3.49    0.00    0.00    0.10    0.00    0.00    0.00   55.36
03:18:09 AM  all    4.99   35.91    3.34    0.00    0.00    0.15    0.00    0.00    0.00   55.61
03:18:10 AM  all    6.24   34.70    2.97    0.05    0.00    0.00    0.00    0.00    0.00   56.04
03:18:11 AM  all    6.91   34.22    3.17    0.00    0.00    0.05    0.00    0.00    0.00   55.65
03:18:12 AM  all    5.81   36.45    2.53    0.00    0.00    0.05    0.00    0.00    0.00   55.16
03:18:13 AM  all    6.45   34.83    2.97    0.00    0.00    0.00    0.00    0.00    0.00   55.75
03:18:14 AM  all    6.87   34.78    3.16    0.00    0.00    0.15    0.00    0.00    0.00   55.04
03:18:15 AM  all    6.25   35.57    2.97    0.00    0.00    0.10    0.00    0.00    0.00   55.11
03:18:16 AM  all    6.50   35.35    3.02    0.05    0.00    0.05    0.00    0.00    0.00   55.04
03:18:17 AM  all    5.88   36.70    2.71    0.00    0.00    0.00    0.00    0.00    0.00   54.70
03:18:18 AM  all    5.11   37.84    3.03    0.00    0.00    0.05    0.00    0.00    0.00   53.97
03:18:19 AM  all    4.96   36.81    2.68    0.00    0.00    0.05    0.00    0.00    0.00   55.49
03:18:20 AM  all    4.86   37.28    2.68    0.00    0.00    0.20    0.00    0.00    0.00   54.96
03:18:21 AM  all    6.81   33.18    3.22    0.00    0.00    0.10    0.00    0.00    0.00   56.68
03:18:22 AM  all    7.32   33.94    3.03    0.05    0.00    0.05    0.00    0.00    0.00   55.61
03:18:23 AM  all    6.18   34.55    3.24    0.00    0.00    0.15    0.00    0.00    0.00   55.87
03:18:24 AM  all    7.25   33.89    3.42    0.00    0.00    0.00    0.00    0.00    0.00   55.44
03:18:25 AM  all    7.12   34.89    2.84    0.05    0.00    0.20    0.00    0.00    0.00   54.90
03:18:26 AM  all    4.80   35.47    3.10    0.00    0.00    0.10    0.00    0.00    0.00   56.53
03:18:27 AM  all   17.60    2.26    1.01    0.10    0.00    0.05    0.00    0.00    0.00   78.98
03:18:28 AM  all   16.23   16.53    2.37    0.10    0.00    0.05    0.00    0.00    0.00   64.72
03:18:29 AM  all    5.71   29.66    2.53    0.00    0.00    0.05    0.00    0.00    0.00   62.05
03:18:30 AM  all    6.83   28.05    2.55    0.00    0.00    0.00    0.00    0.00    0.00   62.57
03:18:31 AM  all    6.27   28.37    2.70    0.00    0.00    0.05    0.00    0.00    0.00   62.61
03:18:32 AM  all    7.06   27.94    3.10    0.00    0.00    0.05    0.00    0.00    0.00   61.84
03:18:33 AM  all    7.10   27.57    3.09    0.00    0.00    0.05    0.00    0.00    0.00   62.19
03:18:34 AM  all    7.38   27.63    2.54    0.05    0.00    0.00    0.00    0.00    0.00   62.39
