Linux 5.15.0-141-generic (node7) 	06/09/2025 	_x86_64_	(20 CPU)

03:52:29 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:52:30 AM  all   15.61    0.00    0.80    1.85    0.00    0.00    0.00    0.00    0.00   81.74
03:52:31 AM  all   17.52    0.00    0.65    0.20    0.00    0.00    0.00    0.00    0.00   81.63
03:52:32 AM  all    2.16    0.00    0.35    0.65    0.00    0.05    0.00    0.00    0.00   96.79
03:52:33 AM  all    0.25    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.70
03:52:34 AM  all    0.25    0.00    0.15    0.20    0.00    0.00    0.00    0.00    0.00   99.40
03:52:35 AM  all   17.18    0.00    1.30    0.35    0.00    0.10    0.00    0.00    0.00   81.07
03:52:36 AM  all   89.41    0.00    5.25    0.00    0.00    0.00    0.00    0.00    0.00    5.35
03:52:37 AM  all   94.64    0.00    5.36    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:52:38 AM  all   93.31    0.00    6.69    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:52:39 AM  all   93.29    0.00    6.71    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:52:40 AM  all   93.10    0.00    6.90    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:52:41 AM  all   92.50    0.00    7.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:52:42 AM  all   93.06    0.00    6.94    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:52:43 AM  all   91.34    0.00    8.66    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:52:44 AM  all   92.60    0.00    7.40    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:52:45 AM  all   92.76    0.00    7.24    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:52:46 AM  all   93.74    0.00    6.26    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:52:47 AM  all   94.10    0.00    5.90    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:52:48 AM  all   93.41    0.00    6.59    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:52:49 AM  all   77.27    0.00    7.31    0.00    0.00    0.00    0.00    0.00    0.00   15.42
03:52:50 AM  all   12.38    0.00    4.28    1.31    0.00    0.00    0.00    0.00    0.00   82.03
03:52:51 AM  all   11.64    0.00    4.25    0.60    0.00    0.00    0.00    0.00    0.00   83.51
03:52:52 AM  all   11.81    0.00    3.42    0.00    0.00    0.00    0.00    0.00    0.00   84.77
03:52:53 AM  all   12.23    0.00    3.26    0.05    0.00    0.05    0.00    0.00    0.00   84.41
03:52:54 AM  all   12.12    0.00    3.41    0.05    0.00    0.15    0.00    0.00    0.00   84.28
03:52:55 AM  all   13.03    0.00    3.56    0.10    0.00    0.05    0.00    0.00    0.00   83.26
03:52:56 AM  all   12.68    0.00    4.11    0.00    0.00    0.25    0.00    0.00    0.00   82.96
03:52:57 AM  all   12.76    0.00    3.57    0.00    0.00    0.15    0.00    0.00    0.00   83.52
03:52:58 AM  all   12.74    0.00    3.81    0.00    0.00    0.10    0.00    0.00    0.00   83.35
03:52:59 AM  all   12.58    0.00    3.93    0.05    0.00    0.05    0.00    0.00    0.00   83.39
03:53:00 AM  all   12.78    0.00    3.72    0.00    0.00    0.20    0.00    0.00    0.00   83.30
03:53:01 AM  all   12.84    0.00    3.76    0.00    0.00    0.05    0.00    0.00    0.00   83.34
03:53:02 AM  all   13.19    0.00    4.00    0.10    0.00    0.30    0.00    0.00    0.00   82.41
03:53:03 AM  all   12.60    0.00    3.92    0.00    0.00    0.25    0.00    0.00    0.00   83.23
03:53:04 AM  all   12.63    0.00    3.82    0.00    0.00    0.10    0.00    0.00    0.00   83.45
03:53:05 AM  all   13.68    0.00    4.32    0.15    0.00    0.15    0.00    0.00    0.00   81.70
03:53:06 AM  all   12.75    0.00    4.32    0.00    0.00    0.05    0.00    0.00    0.00   82.88
