Linux 5.15.0-141-generic (node7) 	06/09/2025 	_x86_64_	(20 CPU)

11:44:37 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:44:38 AM  all   15.65    0.00    0.75    1.85    0.00    0.10    0.00    0.00    0.00   81.65
11:44:39 AM  all   17.80    0.00    0.90    0.30    0.00    0.00    0.00    0.00    0.00   80.99
11:44:40 AM  all    3.11    0.00    0.65    0.85    0.00    0.10    0.00    0.00    0.00   95.29
11:44:41 AM  all    0.90    0.00    0.45    0.30    0.00    0.00    0.00    0.00    0.00   98.35
11:44:42 AM  all   18.34    0.00    0.85    0.05    0.00    0.00    0.00    0.00    0.00   80.76
11:44:43 AM  all   15.83    0.05    0.80    0.15    0.00    0.05    0.00    0.00    0.00   83.12
11:44:44 AM  all   15.39    3.29    1.01    0.25    0.00    0.10    0.00    0.00    0.00   79.95
11:44:45 AM  all    4.03    2.72    1.61    0.10    0.00    0.15    0.00    0.00    0.00   91.39
11:44:46 AM  all    2.84    3.76    1.22    0.00    0.00    0.15    0.00    0.00    0.00   92.03
11:44:47 AM  all    3.68    3.07    1.46    0.00    0.00    0.20    0.00    0.00    0.00   91.58
11:44:48 AM  all    3.21    3.31    1.37    0.05    0.00    0.00    0.00    0.00    0.00   92.06
11:44:49 AM  all    4.24    3.18    1.16    0.00    0.00    0.10    0.00    0.00    0.00   91.31
11:44:50 AM  all    3.32    3.27    1.76    0.00    0.00    0.15    0.00    0.00    0.00   91.50
11:44:51 AM  all    4.63    2.77    1.51    0.00    0.00    0.05    0.00    0.00    0.00   91.05
11:44:52 AM  all    3.08    3.13    2.22    0.10    0.00    0.20    0.00    0.00    0.00   91.26
11:44:53 AM  all    3.88    3.17    1.31    0.05    0.00    0.15    0.00    0.00    0.00   91.44
11:44:54 AM  all    3.73    3.03    1.51    0.00    0.00    0.20    0.00    0.00    0.00   91.52
11:44:55 AM  all    4.09    2.93    1.77    0.00    0.00    0.15    0.00    0.00    0.00   91.07
11:44:56 AM  all    3.65    2.94    1.42    0.00    0.00    0.05    0.00    0.00    0.00   91.95
11:44:57 AM  all    3.73    3.38    1.51    0.00    0.00    0.00    0.00    0.00    0.00   91.38
11:44:58 AM  all    3.97    3.31    1.46    0.00    0.00    0.25    0.00    0.00    0.00   91.01
11:44:59 AM  all    3.54    3.54    1.11    0.00    0.00    0.10    0.00    0.00    0.00   91.72
11:45:00 AM  all    3.94    3.49    1.21    0.00    0.00    0.15    0.00    0.00    0.00   91.20
11:45:01 AM  all    2.98    3.54    1.52    0.00    0.00    0.15    0.00    0.00    0.00   91.82
11:45:02 AM  all    3.40    3.80    1.12    0.41    0.00    0.00    0.00    0.00    0.00   91.28
11:45:03 AM  all    4.27    2.61    1.61    0.00    0.00    0.10    0.00    0.00    0.00   91.40
11:45:04 AM  all    3.15    3.55    1.07    0.00    0.00    0.10    0.00    0.00    0.00   92.13
11:45:05 AM  all    3.47    3.47    1.51    0.00    0.00    0.15    0.00    0.00    0.00   91.40
11:45:06 AM  all    3.49    3.69    1.16    0.05    0.00    0.10    0.00    0.00    0.00   91.50
11:45:07 AM  all    3.55    3.30    1.17    0.00    0.00    0.15    0.00    0.00    0.00   91.84
11:45:08 AM  all    4.07    3.02    1.41    0.05    0.00    0.30    0.00    0.00    0.00   91.15
11:45:09 AM  all    3.47    3.57    1.51    0.05    0.00    0.10    0.00    0.00    0.00   91.29
11:45:10 AM  all    3.59    3.34    1.01    0.00    0.00    0.10    0.00    0.00    0.00   91.95
11:45:11 AM  all    2.89    3.70    1.01    0.00    0.00    0.25    0.00    0.00    0.00   92.14
11:45:12 AM  all    4.03    3.43    1.11    0.00    0.00    0.20    0.00    0.00    0.00   91.23
11:45:13 AM  all    3.89    2.83    1.26    0.05    0.00    0.15    0.00    0.00    0.00   91.82
11:45:14 AM  all   17.20    0.00    0.96    0.05    0.00    0.05    0.00    0.00    0.00   81.74
11:45:15 AM  all   17.16    1.50    1.75    0.10    0.00    0.05    0.00    0.00    0.00   79.44
11:45:16 AM  all    5.18    2.01    1.46    0.00    0.00    0.05    0.00    0.00    0.00   91.30
11:45:17 AM  all    5.26    2.10    1.65    0.00    0.00    0.05    0.00    0.00    0.00   90.93
11:45:18 AM  all    5.43    2.16    1.31    0.05    0.00    0.10    0.00    0.00    0.00   90.95
11:45:19 AM  all    4.80    2.07    1.36    0.00    0.00    0.00    0.00    0.00    0.00   91.76
11:45:20 AM  all    5.28    2.01    1.11    0.00    0.00    0.15    0.00    0.00    0.00   91.46
11:45:21 AM  all    5.27    2.31    1.51    0.05    0.00    0.10    0.00    0.00    0.00   90.76
11:45:22 AM  all    5.88    2.29    2.29    0.50    0.00    0.10    0.00    0.00    0.00   88.94
11:45:23 AM  all    7.94    2.01    1.96    0.30    0.00    0.05    0.00    0.00    0.00   87.74
11:45:24 AM  all    5.25    1.70    1.60    0.10    0.00    0.15    0.00    0.00    0.00   91.20
11:45:25 AM  all    5.35    1.70    2.10    0.00    0.00    0.05    0.00    0.00    0.00   90.80
11:45:26 AM  all    5.27    2.11    1.25    0.00    0.00    0.05    0.00    0.00    0.00   91.32
11:45:27 AM  all    4.99    1.82    1.51    0.10    0.00    0.10    0.00    0.00    0.00   91.47
