Linux 5.15.0-141-generic (node7) 	06/16/2025 	_x86_64_	(20 CPU)

06:00:44 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:00:45 AM  all   15.60    0.00    0.60    1.81    0.00    0.05    0.00    0.00    0.00   81.94
06:00:46 AM  all   17.28    0.00    0.90    0.30    0.00    0.05    0.00    0.00    0.00   81.47
06:00:47 AM  all    2.20    0.00    0.30    0.60    0.00    0.00    0.00    0.00    0.00   96.89
06:00:48 AM  all    0.20    0.00    0.10    0.10    0.00    0.00    0.00    0.00    0.00   99.60
06:00:49 AM  all    0.30    0.00    0.25    0.05    0.00    0.00    0.00    0.00    0.00   99.40
06:00:50 AM  all   16.69    0.00    1.15    0.30    0.00    0.00    0.00    0.00    0.00   81.85
06:00:51 AM  all   80.08    0.00    5.56    0.00    0.00    0.00    0.00    0.00    0.00   14.36
06:00:52 AM  all   93.50    0.00    6.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:00:53 AM  all   91.70    0.00    8.30    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:00:54 AM  all   92.90    0.00    7.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:00:55 AM  all   93.01    0.00    6.94    0.00    0.00    0.05    0.00    0.00    0.00    0.00
06:00:56 AM  all   91.79    0.00    8.21    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:00:57 AM  all   92.55    0.00    7.45    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:00:58 AM  all   92.24    0.00    7.76    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:00:59 AM  all   92.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:01:00 AM  all   92.65    0.00    7.35    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:01:01 AM  all   93.36    0.00    6.59    0.00    0.00    0.05    0.00    0.00    0.00    0.00
06:01:02 AM  all   93.70    0.00    6.30    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:01:03 AM  all   93.61    0.00    6.39    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:01:04 AM  all   93.65    0.00    6.20    0.00    0.00    0.00    0.00    0.00    0.00    0.15
06:01:05 AM  all   22.55    0.00    5.02    0.05    0.00    0.00    0.00    0.00    0.00   72.38
06:01:06 AM  all   13.09    0.00    3.21    0.00    0.00    0.00    0.00    0.00    0.00   83.70
06:01:07 AM  all   12.84    0.00    4.06    0.35    0.00    0.00    0.00    0.00    0.00   82.75
06:01:08 AM  all   12.61    0.00    3.65    0.00    0.00    0.05    0.00    0.00    0.00   83.69
06:01:09 AM  all   12.94    0.00    3.70    0.05    0.00    0.15    0.00    0.00    0.00   83.17
06:01:10 AM  all   15.28    0.00    4.06    0.05    0.00    0.20    0.00    0.00    0.00   80.41
06:01:11 AM  all   14.15    0.00    3.76    0.00    0.00    0.20    0.00    0.00    0.00   81.89
06:01:12 AM  all   14.24    0.00    4.01    0.10    0.00    0.30    0.00    0.00    0.00   81.34
06:01:13 AM  all   13.92    0.00    4.16    0.00    0.00    0.05    0.00    0.00    0.00   81.87
06:01:14 AM  all   13.56    0.00    3.95    0.00    0.00    0.10    0.00    0.00    0.00   82.39
06:01:15 AM  all   13.08    0.00    4.16    0.20    0.00    0.05    0.00    0.00    0.00   82.52
06:01:16 AM  all   13.30    0.00    4.21    0.00    0.00    0.05    0.00    0.00    0.00   82.44
06:01:17 AM  all   13.24    0.00    3.82    0.00    0.00    0.10    0.00    0.00    0.00   82.84
06:01:18 AM  all   13.58    0.00    3.74    0.10    0.00    0.20    0.00    0.00    0.00   82.38
06:01:19 AM  all   12.94    0.00    4.51    0.00    0.00    0.00    0.00    0.00    0.00   82.55
06:01:20 AM  all   13.18    0.00    4.02    0.00    0.00    0.10    0.00    0.00    0.00   82.70
06:01:21 AM  all   13.30    0.00    4.04    0.05    0.00    0.55    0.00    0.00    0.00   82.06
06:01:22 AM  all   13.49    0.00    3.95    0.00    0.00    0.20    0.00    0.00    0.00   82.36
06:01:23 AM  all   12.90    0.00    4.57    0.00    0.00    0.10    0.00    0.00    0.00   82.43
06:01:24 AM  all   13.25    0.00    3.82    0.05    0.00    0.00    0.00    0.00    0.00   82.88
06:01:25 AM  all   13.35    0.00    4.02    0.05    0.00    0.00    0.00    0.00    0.00   82.58
06:01:26 AM  all   13.53    0.00    4.01    0.00    0.00    0.10    0.00    0.00    0.00   82.36
06:01:27 AM  all   15.02    0.00    4.24    0.05    0.00    0.20    0.00    0.00    0.00   80.49
06:01:28 AM  all   16.32    0.00    4.52    0.00    0.00    0.05    0.00    0.00    0.00   79.12
06:01:29 AM  all    1.40    0.00    0.70    0.00    0.00    0.10    0.00    0.00    0.00   97.80
06:01:30 AM  all    0.85    0.00    0.05    0.15    0.00    0.00    0.00    0.00    0.00   98.94
06:01:31 AM  all    0.40    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.40
06:01:32 AM  all    0.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00    0.00   99.20
06:01:33 AM  all    0.20    0.00    0.05    0.10    0.00    0.00    0.00    0.00    0.00   99.65
06:01:34 AM  all   79.68    0.00   10.81    0.05    0.00    0.60    0.00    0.00    0.00    8.86
06:01:35 AM  all   77.82   15.97    6.21    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:01:36 AM  all   75.44   20.06    4.45    0.00    0.00    0.05    0.00    0.00    0.00    0.00
06:01:37 AM  all   72.42   22.89    4.64    0.00    0.00    0.00    0.00    0.00    0.00    0.05
06:01:38 AM  all   35.48   52.13    5.63    0.00    0.00    0.05    0.00    0.00    0.00    6.70
06:01:39 AM  all    2.65   77.44    5.98    0.05    0.00    0.00    0.00    0.00    0.00   13.88
06:01:40 AM  all    4.06   77.11    5.97    0.00    0.00    0.05    0.00    0.00    0.00   12.81
06:01:41 AM  all    2.17   77.86    6.50    0.00    0.00    0.00    0.00    0.00    0.00   13.47
06:01:42 AM  all    3.37   77.30    6.33    0.00    0.00    0.00    0.00    0.00    0.00   13.01
06:01:43 AM  all    2.91   76.68    6.63    0.00    0.00    0.10    0.00    0.00    0.00   13.67
06:01:44 AM  all    2.36   77.50    7.18    0.00    0.00    0.05    0.00    0.00    0.00   12.92
06:01:45 AM  all    2.65   78.56    5.82    0.05    0.00    0.05    0.00    0.00    0.00   12.88
06:01:46 AM  all    4.25   75.87    7.17    0.00    0.00    0.05    0.00    0.00    0.00   12.65
06:01:47 AM  all    3.05   76.61    6.81    0.00    0.00    0.00    0.00    0.00    0.00   13.52
06:01:48 AM  all    1.97   79.08    6.02    0.00    0.00    0.05    0.00    0.00    0.00   12.88
06:01:49 AM  all    3.97   75.90    7.02    0.00    0.00    0.10    0.00    0.00    0.00   13.00
06:01:50 AM  all    1.71   78.19    7.24    0.00    0.00    0.00    0.00    0.00    0.00   12.87
06:01:51 AM  all    3.32   77.40    6.44    0.00    0.00    0.10    0.00    0.00    0.00   12.73
06:01:52 AM  all    4.11   75.61    6.71    0.05    0.00    0.21    0.00    0.00    0.00   13.31
06:01:53 AM  all    1.48   80.01    6.12    0.00    0.00    0.00    0.00    0.00    0.00   12.39
06:01:54 AM  all    3.66   77.51    6.21    0.00    0.00    0.00    0.00    0.00    0.00   12.62
06:01:55 AM  all    3.97   77.49    5.98    0.00    0.00    0.00    0.00    0.00    0.00   12.57
06:01:56 AM  all    1.61   78.30    6.68    0.00    0.00    0.05    0.00    0.00    0.00   13.36
06:01:57 AM  all    4.22   76.26    6.02    0.00    0.00    0.10    0.00    0.00    0.00   13.39
06:01:58 AM  all    1.77   77.60    6.60    0.00    0.00    0.00    0.00    0.00    0.00   14.03
06:01:59 AM  all    3.83   77.78    6.08    0.00    0.00    0.00    0.00    0.00    0.00   12.31
06:02:00 AM  all    3.88   76.24    7.24    0.00    0.00    0.05    0.00    0.00    0.00   12.60
06:02:01 AM  all    1.45   79.02    6.36    0.05    0.00    0.00    0.00    0.00    0.00   13.13
06:02:02 AM  all    4.62   76.12    6.42    0.00    0.00    0.05    0.00    0.00    0.00   12.79
06:02:03 AM  all    4.05   75.60    6.39    0.05    0.00    0.16    0.00    0.00    0.00   13.76
06:02:04 AM  all    3.55   76.95    6.48    0.00    0.00    0.00    0.00    0.00    0.00   13.01
06:02:05 AM  all   60.19   26.76    4.40    0.05    0.00    0.00    0.00    0.00    0.00    8.60
06:02:06 AM  all   94.49    0.00    5.51    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:02:07 AM  all   93.16    0.00    6.79    0.00    0.00    0.00    0.00    0.00    0.00    0.05
06:02:08 AM  all   88.77    0.00    6.32    0.00    0.00    0.05    0.00    0.00    0.00    4.86
06:02:09 AM  all   18.28    0.00    1.35    0.05    0.00    0.15    0.00    0.00    0.00   80.17
06:02:10 AM  all   16.73   26.10    3.75    0.05    0.00    0.10    0.00    0.00    0.00   53.27
06:02:11 AM  all    3.69   42.07    4.10    0.00    0.00    0.05    0.00    0.00    0.00   50.08
06:02:12 AM  all    4.66   41.17    4.30    0.10    0.00    0.05    0.00    0.00    0.00   49.72
06:02:13 AM  all    5.20   41.77    3.81    0.00    0.00    0.10    0.00    0.00    0.00   49.13
06:02:14 AM  all    4.79   41.70    4.02    0.00    0.00    0.15    0.00    0.00    0.00   49.34
06:02:15 AM  all    4.11   43.51    3.81    0.05    0.00    0.05    0.00    0.00    0.00   48.47
06:02:16 AM  all    5.64   39.87    4.67    0.00    0.00    0.00    0.00    0.00    0.00   49.82
06:02:17 AM  all    4.55   41.51    4.15    0.00    0.00    0.10    0.00    0.00    0.00   49.70
06:02:18 AM  all    5.32   40.42    4.51    0.00    0.00    0.00    0.00    0.00    0.00   49.75
06:02:19 AM  all    4.69   40.32    4.79    0.00    0.00    0.00    0.00    0.00    0.00   50.20
06:02:20 AM  all    5.04   40.60    3.89    0.00    0.00    0.00    0.00    0.00    0.00   50.47
