Linux 5.15.0-141-generic (node7) 	06/16/2025 	_x86_64_	(20 CPU)

05:46:17 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:46:18 AM  all   15.33    0.00    0.55    1.71    0.00    0.05    0.00    0.00    0.00   82.36
05:46:19 AM  all   17.29    0.00    0.75    0.25    0.00    0.05    0.00    0.00    0.00   81.65
05:46:20 AM  all    2.11    0.00    0.25    0.60    0.00    0.05    0.00    0.00    0.00   96.99
05:46:21 AM  all    0.35    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.45
05:46:22 AM  all    0.35    0.00    0.20    0.10    0.00    0.00    0.00    0.00    0.00   99.35
05:46:23 AM  all   17.57    0.00    1.00    0.30    0.00    0.10    0.00    0.00    0.00   81.03
05:46:24 AM  all   82.91    0.00    5.81    0.00    0.00    0.00    0.00    0.00    0.00   11.28
05:46:25 AM  all   92.59    0.00    7.41    0.00    0.00    0.00    0.00    0.00    0.00    0.00
05:46:26 AM  all   93.30    0.00    6.70    0.00    0.00    0.00    0.00    0.00    0.00    0.00
05:46:27 AM  all   92.65    0.00    7.35    0.00    0.00    0.00    0.00    0.00    0.00    0.00
05:46:28 AM  all   93.11    0.00    6.89    0.00    0.00    0.00    0.00    0.00    0.00    0.00
05:46:29 AM  all   93.20    0.00    6.80    0.00    0.00    0.00    0.00    0.00    0.00    0.00
05:46:30 AM  all   92.73    0.00    7.27    0.00    0.00    0.00    0.00    0.00    0.00    0.00
05:46:31 AM  all   92.09    0.00    7.91    0.00    0.00    0.00    0.00    0.00    0.00    0.00
05:46:32 AM  all   92.21    0.00    7.79    0.00    0.00    0.00    0.00    0.00    0.00    0.00
05:46:33 AM  all   92.24    0.00    7.76    0.00    0.00    0.00    0.00    0.00    0.00    0.00
05:46:34 AM  all   93.84    0.00    6.16    0.00    0.00    0.00    0.00    0.00    0.00    0.00
05:46:35 AM  all   94.17    0.00    5.78    0.00    0.00    0.05    0.00    0.00    0.00    0.00
05:46:36 AM  all   94.25    0.00    5.75    0.00    0.00    0.00    0.00    0.00    0.00    0.00
05:46:37 AM  all   68.85    0.00    7.21    0.00    0.00    0.00    0.00    0.00    0.00   23.94
05:46:38 AM  all   12.70    0.00    3.21    0.00    0.00    0.00    0.00    0.00    0.00   84.09
05:46:39 AM  all   12.72    0.00    3.30    0.05    0.00    0.00    0.00    0.00    0.00   83.93
05:46:40 AM  all   12.15    0.00    3.95    0.10    0.00    0.00    0.00    0.00    0.00   83.80
05:46:41 AM  all   12.74    0.00    3.70    0.00    0.00    0.05    0.00    0.00    0.00   83.51
05:46:42 AM  all   12.96    0.00    3.25    0.00    0.00    0.20    0.00    0.00    0.00   83.58
05:46:43 AM  all   13.33    0.00    4.31    0.05    0.00    0.05    0.00    0.00    0.00   82.26
05:46:44 AM  all   13.21    0.00    4.00    0.05    0.00    0.15    0.00    0.00    0.00   82.58
05:46:45 AM  all   13.57    0.00    3.87    0.00    0.00    0.05    0.00    0.00    0.00   82.51
05:46:46 AM  all   13.40    0.00    4.02    0.05    0.00    0.20    0.00    0.00    0.00   82.33
05:46:47 AM  all   13.18    0.00    4.16    0.00    0.00    0.25    0.00    0.00    0.00   82.41
05:46:48 AM  all   13.50    0.00    3.70    0.05    0.00    0.15    0.00    0.00    0.00   82.60
05:46:49 AM  all   13.65    0.00    4.00    0.10    0.00    0.30    0.00    0.00    0.00   81.95
05:46:50 AM  all   13.39    0.00    3.86    0.00    0.00    0.20    0.00    0.00    0.00   82.55
05:46:51 AM  all   13.15    0.00    4.01    0.20    0.00    0.15    0.00    0.00    0.00   82.49
05:46:52 AM  all   12.97    0.00    4.56    0.00    0.00    0.25    0.00    0.00    0.00   82.22
05:46:53 AM  all   13.07    0.00    5.11    2.10    0.00    0.30    0.00    0.00    0.00   79.42
05:46:54 AM  all   13.75    0.00    3.70    0.05    0.00    0.35    0.00    0.00    0.00   82.15
05:46:55 AM  all   13.33    0.00    4.56    0.05    0.00    0.25    0.00    0.00    0.00   81.81
05:46:56 AM  all   13.30    0.00    4.20    0.00    0.00    0.15    0.00    0.00    0.00   82.35
05:46:57 AM  all   13.52    0.00    3.96    0.00    0.00    0.20    0.00    0.00    0.00   82.32
05:46:58 AM  all   13.76    0.00    4.34    0.15    0.00    0.30    0.00    0.00    0.00   81.46
05:46:59 AM  all   13.98    0.00    3.86    0.00    0.00    0.35    0.00    0.00    0.00   81.80
05:47:00 AM  all   15.11    0.00    3.90    0.00    0.00    0.20    0.00    0.00    0.00   80.79
05:47:01 AM  all   16.38    0.00    4.36    0.00    0.00    0.20    0.00    0.00    0.00   79.06
05:47:02 AM  all    3.91    0.00    1.00    0.00    0.00    0.05    0.00    0.00    0.00   95.04
05:47:03 AM  all    0.20    0.00    0.15    0.00    0.00    0.00    0.00    0.00    0.00   99.65
05:47:04 AM  all    0.45    0.00    0.40    0.10    0.00    0.00    0.00    0.00    0.00   99.05
05:47:05 AM  all    0.25    0.00    0.10    0.00    0.00    0.00    0.00    0.00    0.00   99.65
05:47:06 AM  all   35.21    0.00    6.02    0.05    0.00    0.15    0.00    0.00    0.00   58.58
05:47:07 AM  all   88.92    3.19    7.78    0.00    0.00    0.10    0.00    0.00    0.00    0.00
05:47:08 AM  all   72.54   22.19    5.12    0.00    0.00    0.15    0.00    0.00    0.00    0.00
05:47:09 AM  all   72.54   23.41    3.95    0.00    0.00    0.00    0.00    0.00    0.00    0.10
05:47:10 AM  all   67.35   27.04    5.32    0.00    0.00    0.00    0.00    0.00    0.00    0.30
05:47:11 AM  all    8.88   73.67    6.62    0.00    0.00    0.00    0.00    0.00    0.00   10.83
05:47:12 AM  all    3.37   79.03    6.28    0.00    0.00    0.20    0.00    0.00    0.00   11.12
05:47:13 AM  all    4.62   77.87    5.85    0.00    0.00    0.10    0.00    0.00    0.00   11.55
05:47:14 AM  all    3.06   79.27    6.08    0.05    0.00    0.05    0.00    0.00    0.00   11.48
05:47:15 AM  all    2.46   79.38    6.56    0.00    0.00    0.10    0.00    0.00    0.00   11.49
05:47:16 AM  all    4.75   76.51    6.08    0.05    0.00    0.05    0.00    0.00    0.00   12.56
05:47:17 AM  all    3.56   78.71    6.24    0.00    0.00    0.05    0.00    0.00    0.00   11.44
05:47:18 AM  all    2.35   79.95    6.17    0.00    0.00    0.05    0.00    0.00    0.00   11.48
