Linux 5.15.0-141-generic (node7) 	06/16/2025 	_x86_64_	(20 CPU)

03:50:31 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:50:32 AM  all   15.63    0.00    0.85    1.95    0.00    0.15    0.00    0.00    0.00   81.42
03:50:33 AM  all   16.94    0.00    0.70    0.50    0.00    0.00    0.00    0.00    0.00   81.85
03:50:34 AM  all    3.33    0.00    0.71    0.86    0.00    0.05    0.00    0.00    0.00   95.06
03:50:35 AM  all    0.90    0.00    0.30    0.45    0.00    0.00    0.00    0.00    0.00   98.34
03:50:36 AM  all   17.43    0.00    1.15    0.20    0.00    0.10    0.00    0.00    0.00   81.11
03:50:37 AM  all   91.15    0.00    6.25    0.00    0.00    0.00    0.00    0.00    0.00    2.60
03:50:38 AM  all   93.06    0.00    6.94    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:50:39 AM  all   91.95    0.00    8.05    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:50:40 AM  all   92.95    0.00    7.05    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:50:41 AM  all   93.50    0.00    6.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:50:42 AM  all   92.61    0.00    7.39    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:50:43 AM  all   92.70    0.00    7.30    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:50:44 AM  all   91.76    0.00    8.24    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:50:45 AM  all   91.88    0.00    8.12    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:50:46 AM  all   93.47    0.00    6.53    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:50:47 AM  all   94.08    0.00    5.92    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:50:48 AM  all   93.61    0.00    6.39    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:50:49 AM  all   94.40    0.00    5.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:50:50 AM  all   95.11    0.00    4.89    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:50:51 AM  all   38.90    0.00    6.09    0.05    0.00    0.00    0.00    0.00    0.00   54.96
03:50:52 AM  all   12.86    0.00    3.55    0.20    0.00    0.00    0.00    0.00    0.00   83.39
03:50:53 AM  all   12.04    0.00    3.81    0.00    0.00    0.00    0.00    0.00    0.00   84.14
03:50:54 AM  all   12.83    0.00    4.14    0.00    0.00    0.00    0.00    0.00    0.00   83.03
03:50:55 AM  all   12.84    0.00    4.11    0.05    0.00    0.05    0.00    0.00    0.00   82.95
03:50:56 AM  all   13.10    0.00    3.77    0.00    0.00    0.10    0.00    0.00    0.00   83.03
03:50:57 AM  all   13.17    0.00    3.97    0.00    0.00    0.20    0.00    0.00    0.00   82.66
03:50:58 AM  all   13.09    0.00    4.26    0.05    0.00    0.30    0.00    0.00    0.00   82.30
03:50:59 AM  all   13.58    0.00    3.81    0.00    0.00    0.20    0.00    0.00    0.00   82.41
03:51:00 AM  all   13.82    0.00    3.97    0.00    0.00    0.25    0.00    0.00    0.00   81.96
03:51:01 AM  all   13.76    0.00    4.07    0.10    0.00    0.15    0.00    0.00    0.00   81.93
03:51:02 AM  all   13.21    0.00    3.88    0.05    0.00    0.05    0.00    0.00    0.00   82.80
03:51:03 AM  all   13.33    0.00    3.86    0.00    0.00    0.15    0.00    0.00    0.00   82.67
03:51:04 AM  all   13.68    0.00    4.22    0.05    0.00    0.15    0.00    0.00    0.00   81.90
03:51:05 AM  all   13.60    0.00    3.95    0.00    0.00    0.30    0.00    0.00    0.00   82.15
03:51:06 AM  all   13.47    0.00    3.92    0.05    0.00    0.10    0.00    0.00    0.00   82.45
03:51:07 AM  all   13.93    0.00    4.68    0.35    0.00    0.10    0.00    0.00    0.00   80.94
03:51:08 AM  all   14.49    0.00    4.53    0.00    0.00    0.05    0.00    0.00    0.00   80.94
03:51:09 AM  all   14.66    0.00    4.20    0.00    0.00    0.20    0.00    0.00    0.00   80.94
03:51:10 AM  all   16.13    0.00    3.92    0.10    0.00    0.15    0.00    0.00    0.00   79.70
03:51:11 AM  all   13.66    0.00    4.20    0.05    0.00    0.25    0.00    0.00    0.00   81.83
03:51:12 AM  all   15.07    0.00    4.31    0.00    0.00    0.20    0.00    0.00    0.00   80.42
03:51:13 AM  all   15.60    0.00    4.16    0.00    0.00    0.20    0.00    0.00    0.00   80.04
03:51:14 AM  all    3.87    0.00    1.26    0.00    0.00    0.05    0.00    0.00    0.00   94.82
03:51:15 AM  all    0.40    0.00    0.30    0.00    0.00    0.00    0.00    0.00    0.00   99.30
03:51:16 AM  all    0.15    0.00    0.20    0.20    0.00    0.00    0.00    0.00    0.00   99.45
03:51:17 AM  all    0.25    0.00    0.10    0.00    0.00    0.00    0.00    0.00    0.00   99.65
03:51:18 AM  all    0.10    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.70
03:51:19 AM  all    0.30    0.00    0.30    0.05    0.00    0.00    0.00    0.00    0.00   99.35
03:51:20 AM  all   43.46    0.00    7.57    0.00    0.00    0.50    0.00    0.00    0.00   48.47
03:51:21 AM  all   93.04    0.00    6.96    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:51:22 AM  all   79.70   14.48    5.52    0.00    0.00    0.20    0.00    0.00    0.00    0.10
03:51:23 AM  all   80.30   15.49    3.96    0.00    0.00    0.20    0.00    0.00    0.00    0.05
03:51:24 AM  all   56.40   32.81    6.25    0.00    0.00    0.30    0.00    0.00    0.00    4.23
03:51:25 AM  all   12.27   64.99    7.19    0.00    0.00    0.46    0.00    0.00    0.00   15.09
03:51:26 AM  all   12.45   66.02    7.45    0.05    0.00    0.51    0.00    0.00    0.00   13.52
03:51:27 AM  all   12.15   66.89    6.97    0.00    0.00    0.51    0.00    0.00    0.00   13.48
03:51:28 AM  all   12.51   65.97    7.38    0.00    0.00    0.31    0.00    0.00    0.00   13.84
03:51:29 AM  all   12.44   67.02    6.73    0.00    0.00    0.51    0.00    0.00    0.00   13.30
03:51:30 AM  all   12.29   67.08    6.58    0.00    0.00    0.36    0.00    0.00    0.00   13.68
03:51:31 AM  all   12.24   67.01    6.74    0.00    0.00    0.57    0.00    0.00    0.00   13.43
03:51:32 AM  all   12.85   66.29    7.19    0.00    0.00    0.61    0.00    0.00    0.00   13.05
03:51:33 AM  all   12.59   67.02    6.73    0.00    0.00    0.56    0.00    0.00    0.00   13.10
03:51:34 AM  all   12.57   67.12    6.62    0.00    0.00    0.36    0.00    0.00    0.00   13.33
03:51:35 AM  all   12.56   67.10    6.33    0.00    0.00    0.42    0.00    0.00    0.00   13.60
03:51:36 AM  all   11.52   68.40    6.33    0.00    0.00    0.31    0.00    0.00    0.00   13.44
03:51:37 AM  all   12.47   66.94    6.78    0.00    0.00    0.72    0.00    0.00    0.00   13.09
03:51:38 AM  all   13.62   66.48    6.68    0.00    0.00    0.15    0.00    0.00    0.00   13.06
03:51:39 AM  all   13.43   66.20    6.79    0.00    0.00    0.41    0.00    0.00    0.00   13.17
03:51:40 AM  all   11.74   67.10    7.05    0.05    0.00    0.36    0.00    0.00    0.00   13.70
03:51:41 AM  all   12.29   67.67    6.66    0.00    0.00    0.41    0.00    0.00    0.00   12.96
03:51:42 AM  all   11.65   67.84    6.27    0.00    0.00    0.57    0.00    0.00    0.00   13.67
03:51:43 AM  all   12.49   66.99    7.06    0.00    0.00    0.61    0.00    0.00    0.00   12.85
03:51:44 AM  all   13.15   66.00    7.29    0.00    0.00    0.36    0.00    0.00    0.00   13.20
03:51:45 AM  all   12.89   66.45    6.65    0.00    0.00    0.61    0.00    0.00    0.00   13.40
03:51:46 AM  all   10.87   68.02    6.92    0.00    0.00    0.77    0.00    0.00    0.00   13.43
03:51:47 AM  all   12.24   67.56    6.48    0.00    0.00    0.41    0.00    0.00    0.00   13.32
03:51:48 AM  all   12.87   66.99    6.20    0.00    0.00    0.62    0.00    0.00    0.00   13.33
03:51:49 AM  all   12.56   66.08    7.00    0.15    0.00    0.41    0.00    0.00    0.00   13.79
03:51:50 AM  all   18.61   59.33    9.15    0.00    0.00    0.57    0.00    0.00    0.00   12.34
03:51:51 AM  all   83.35    4.93    3.47    0.05    0.00    0.00    0.00    0.00    0.00    8.20
03:51:52 AM  all   99.95    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:51:53 AM  all   99.10    0.00    0.90    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:51:54 AM  all   49.55    0.00   25.30    0.05    0.00    0.20    0.00    0.00    0.00   24.90
03:51:55 AM  all   26.83    0.25    1.00    0.05    0.00    0.00    0.00    0.00    0.00   71.87
03:51:56 AM  all    5.05    5.00    0.51    0.00    0.00    0.15    0.00    0.00    0.00   89.29
03:51:57 AM  all    2.83    5.05    0.91    0.00    0.00    0.05    0.00    0.00    0.00   91.16
03:51:58 AM  all    2.81    5.32    1.16    0.10    0.00    0.00    0.00    0.00    0.00   90.61
03:51:59 AM  all    2.53    4.70    1.31    0.05    0.00    0.05    0.00    0.00    0.00   91.35
03:52:00 AM  all    3.03    4.19    1.01    0.00    0.00    0.10    0.00    0.00    0.00   91.68
03:52:01 AM  all    3.51    4.56    1.35    0.00    0.00    0.05    0.00    0.00    0.00   90.53
03:52:02 AM  all    3.16    4.37    1.05    0.00    0.00    0.10    0.00    0.00    0.00   91.31
03:52:03 AM  all    3.91    3.91    1.20    0.00    0.00    0.20    0.00    0.00    0.00   90.78
03:52:04 AM  all    3.66    4.06    1.25    0.05    0.00    0.05    0.00    0.00    0.00   90.93
03:52:05 AM  all    3.31    4.22    1.56    0.00    0.00    0.10    0.00    0.00    0.00   90.81
03:52:06 AM  all    3.31    4.26    1.20    0.00    0.00    0.05    0.00    0.00    0.00   91.17
03:52:07 AM  all   10.68    4.21    1.55    0.05    0.00    0.15    0.00    0.00    0.00   83.36
03:52:08 AM  all   10.94    4.17    2.06    0.00    0.00    0.10    0.00    0.00    0.00   82.73
03:52:09 AM  all    4.11    3.76    1.60    0.00    0.00    0.20    0.00    0.00    0.00   90.32
03:52:10 AM  all    4.71    4.26    1.20    0.00    0.00    0.10    0.00    0.00    0.00   89.72
03:52:11 AM  all    4.57    3.97    1.79    0.00    0.00    0.10    0.00    0.00    0.00   89.57
03:52:12 AM  all    3.51    4.52    1.15    0.00    0.00    0.05    0.00    0.00    0.00   90.77
03:52:13 AM  all    3.59    4.33    1.44    0.00    0.00    0.05    0.00    0.00    0.00   90.59
03:52:14 AM  all    4.42    3.77    1.31    0.00    0.00    0.15    0.00    0.00    0.00   90.35
03:52:15 AM  all    3.53    3.88    0.91    0.00    0.00    0.00    0.00    0.00    0.00   91.68
03:52:16 AM  all    4.24    4.14    1.45    0.05    0.00    0.10    0.00    0.00    0.00   90.01
03:52:17 AM  all    4.58    1.41    0.85    0.00    0.00    0.00    0.00    0.00    0.00   93.16
