Linux 5.15.0-141-generic (node7) 	06/16/2025 	_x86_64_	(20 CPU)

03:20:44 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:20:45 AM  all   15.42    0.00    0.95    1.96    0.00    0.10    0.00    0.00    0.00   81.57
03:20:46 AM  all   16.76    0.00    0.81    0.60    0.00    0.05    0.00    0.00    0.00   81.78
03:20:47 AM  all    3.41    0.00    0.55    0.60    0.00    0.05    0.00    0.00    0.00   95.39
03:20:48 AM  all    0.65    0.00    0.45    0.45    0.00    0.05    0.00    0.00    0.00   98.39
03:20:49 AM  all   17.36    0.00    1.05    0.10    0.00    0.00    0.00    0.00    0.00   81.50
03:20:50 AM  all   81.12    0.00    6.58    0.05    0.00    0.00    0.00    0.00    0.00   12.26
03:20:51 AM  all   93.64    0.00    6.36    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:20:52 AM  all   92.80    0.00    7.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:20:53 AM  all   92.72    0.00    7.28    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:20:54 AM  all   92.70    0.00    7.30    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:20:55 AM  all   92.55    0.00    7.45    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:20:56 AM  all   93.29    0.00    6.71    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:20:57 AM  all   91.90    0.00    8.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:20:58 AM  all   91.99    0.00    8.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:20:59 AM  all   92.25    0.00    7.75    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:21:00 AM  all   93.01    0.00    6.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:21:01 AM  all   93.54    0.00    6.46    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:21:02 AM  all   93.75    0.00    6.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00
03:21:03 AM  all   86.26    0.00    7.54    0.00    0.00    0.00    0.00    0.00    0.00    6.19
03:21:04 AM  all   15.76    0.00    3.80    0.00    0.00    0.00    0.00    0.00    0.00   80.44
03:21:05 AM  all   12.44    0.00    3.75    0.00    0.00    0.00    0.00    0.00    0.00   83.81
03:21:06 AM  all   12.99    0.00    3.41    0.05    0.00    0.00    0.00    0.00    0.00   83.55
03:21:07 AM  all   21.77    0.00    3.92    0.10    0.00    0.00    0.00    0.00    0.00   74.21
03:21:08 AM  all   12.85    0.00    3.41    0.00    0.00    0.10    0.00    0.00    0.00   83.63
03:21:09 AM  all   15.50    0.00    4.06    0.05    0.00    0.10    0.00    0.00    0.00   80.29
03:21:10 AM  all   14.36    0.00    3.63    0.00    0.00    0.05    0.00    0.00    0.00   81.96
03:21:11 AM  all   14.15    0.00    4.21    0.00    0.00    0.10    0.00    0.00    0.00   81.54
03:21:12 AM  all   13.56    0.00    4.30    0.05    0.00    0.20    0.00    0.00    0.00   81.88
03:21:13 AM  all   13.29    0.00    3.88    0.00    0.00    0.15    0.00    0.00    0.00   82.68
03:21:14 AM  all   13.47    0.00    3.82    0.00    0.00    0.10    0.00    0.00    0.00   82.60
03:21:15 AM  all   13.13    0.00    3.76    0.15    0.00    0.30    0.00    0.00    0.00   82.66
03:21:16 AM  all   13.41    0.00    3.87    0.05    0.00    0.20    0.00    0.00    0.00   82.47
03:21:17 AM  all   13.46    0.00    4.25    0.10    0.00    0.10    0.00    0.00    0.00   82.09
03:21:18 AM  all   13.51    0.00    3.55    0.00    0.00    0.35    0.00    0.00    0.00   82.58
03:21:19 AM  all   13.98    0.00    3.72    0.00    0.00    0.25    0.00    0.00    0.00   82.05
03:21:20 AM  all   13.56    0.00    4.22    0.00    0.00    0.20    0.00    0.00    0.00   82.02
03:21:21 AM  all   13.49    0.00    3.50    0.10    0.00    0.50    0.00    0.00    0.00   82.41
03:21:22 AM  all   14.04    0.00    4.30    0.05    0.00    0.25    0.00    0.00    0.00   81.37
03:21:23 AM  all   13.25    0.00    3.93    0.00    0.00    0.05    0.00    0.00    0.00   82.77
03:21:24 AM  all   12.89    0.00    4.26    0.05    0.00    0.20    0.00    0.00    0.00   82.60
03:21:25 AM  all   13.67    0.00    3.91    0.00    0.00    0.10    0.00    0.00    0.00   82.32
03:21:26 AM  all   15.76    0.00    4.42    0.00    0.00    0.25    0.00    0.00    0.00   79.58
03:21:27 AM  all   12.81    0.00    3.55    0.00    0.00    0.40    0.00    0.00    0.00   83.24
03:21:28 AM  all    0.20    0.00    0.30    0.00    0.00    0.00    0.00    0.00    0.00   99.50
03:21:29 AM  all    0.25    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.55
03:21:30 AM  all    0.35    0.00    0.40    0.10    0.00    0.00    0.00    0.00    0.00   99.15
03:21:31 AM  all    0.35    0.00    0.40    0.00    0.00    0.00    0.00    0.00    0.00   99.25
