Linux 5.15.0-141-generic (node7) 	06/18/2025 	_x86_64_	(20 CPU)

09:36:03 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:36:04 PM  all   15.62    0.00    1.05    1.70    0.00    0.10    0.00    0.00    0.00   81.53
09:36:05 PM  all   17.73    0.00    0.70    0.40    0.00    0.05    0.00    0.00    0.00   81.12
09:36:06 PM  all    2.15    0.00    0.70    0.65    0.00    0.00    0.00    0.00    0.00   96.50
09:36:07 PM  all    0.55    0.00    0.20    0.00    0.00    0.05    0.00    0.00    0.00   99.20
09:36:08 PM  all    0.90    0.00    0.55    0.20    0.00    0.10    0.00    0.00    0.00   98.25
09:36:09 PM  all   17.54    0.00    1.45    0.55    0.00    0.00    0.00    0.00    0.00   80.45
09:36:10 PM  all   84.39    0.00    6.73    0.00    0.00    0.05    0.00    0.00    0.00    8.83
09:36:11 PM  all   92.80    0.00    7.15    0.00    0.00    0.05    0.00    0.00    0.00    0.00
09:36:12 PM  all   91.70    0.00    8.30    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:36:13 PM  all   92.65    0.00    7.35    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:36:14 PM  all   92.36    0.00    7.64    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:36:15 PM  all   93.10    0.00    6.90    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:36:16 PM  all   92.70    0.00    7.30    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:36:17 PM  all   91.10    0.00    8.90    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:36:18 PM  all   92.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:36:19 PM  all   93.25    0.00    6.75    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:36:20 PM  all   93.56    0.00    6.44    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:36:21 PM  all   93.40    0.00    6.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:36:22 PM  all   93.79    0.00    6.21    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:36:23 PM  all   89.89    0.00    7.50    0.00    0.00    0.00    0.00    0.00    0.00    2.60
09:36:24 PM  all   17.29    0.00    3.82    0.05    0.00    0.10    0.00    0.00    0.00   78.74
09:36:25 PM  all   13.35    0.00    3.93    0.00    0.00    0.05    0.00    0.00    0.00   82.67
09:36:26 PM  all   13.01    0.00    3.90    0.10    0.00    0.00    0.00    0.00    0.00   82.98
09:36:27 PM  all   12.95    0.00    3.70    0.00    0.00    0.00    0.00    0.00    0.00   83.35
09:36:28 PM  all   14.46    0.00    3.90    0.00    0.00    0.25    0.00    0.00    0.00   81.38
09:36:29 PM  all   13.61    0.00    3.95    0.15    0.00    0.10    0.00    0.00    0.00   82.19
09:36:30 PM  all   14.14    0.00    4.00    0.00    0.00    0.20    0.00    0.00    0.00   81.67
09:36:31 PM  all   14.29    0.00    4.35    0.05    0.00    0.35    0.00    0.00    0.00   80.96
09:36:32 PM  all   14.00    0.00    4.43    0.05    0.00    0.10    0.00    0.00    0.00   81.42
09:36:33 PM  all   13.95    0.00    4.05    0.00    0.00    0.30    0.00    0.00    0.00   81.70
09:36:34 PM  all   13.53    0.00    4.26    0.10    0.00    0.10    0.00    0.00    0.00   82.01
09:36:35 PM  all   13.92    0.00    4.41    0.00    0.00    0.25    0.00    0.00    0.00   81.42
09:36:36 PM  all   14.80    0.00    3.80    0.00    0.00    0.15    0.00    0.00    0.00   81.25
09:36:37 PM  all   22.17    0.00    4.76    0.00    0.00    0.20    0.00    0.00    0.00   72.87
09:36:38 PM  all   16.89    0.00    4.73    0.05    0.00    0.10    0.00    0.00    0.00   78.23
09:36:39 PM  all   13.73    0.00    4.81    0.00    0.00    0.15    0.00    0.00    0.00   81.30
09:36:40 PM  all   14.49    0.00    4.26    0.00    0.00    0.15    0.00    0.00    0.00   81.09
09:36:41 PM  all   14.73    0.00    3.91    0.00    0.00    0.15    0.00    0.00    0.00   81.21
09:36:42 PM  all   15.87    0.00    4.25    0.00    0.00    0.10    0.00    0.00    0.00   79.78
09:36:43 PM  all   14.78    0.00    4.38    0.00    0.00    0.15    0.00    0.00    0.00   80.69
09:36:44 PM  all   15.92    0.00    5.27    0.25    0.00    0.05    0.00    0.00    0.00   78.50
09:36:45 PM  all   21.78    0.00    6.79    0.00    0.00    0.05    0.00    0.00    0.00   71.38
09:36:46 PM  all   16.32    0.00    5.06    0.00    0.00    0.25    0.00    0.00    0.00   78.38
09:36:47 PM  all    3.60    0.00    1.05    0.05    0.00    0.10    0.00    0.00    0.00   95.20
09:36:48 PM  all    0.80    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.70
09:36:49 PM  all    0.45    0.00    0.45    0.05    0.00    0.00    0.00    0.00    0.00   99.05
09:36:50 PM  all    0.60    0.00    0.30    0.05    0.00    0.00    0.00    0.00    0.00   99.05
09:36:51 PM  all    0.65    0.00    0.55    0.00    0.00    0.00    0.00    0.00    0.00   98.80
09:36:52 PM  all    0.60    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.20
09:36:53 PM  all   83.10    0.00    9.85    0.05    0.00    0.40    0.00    0.00    0.00    6.60
09:36:54 PM  all   92.24    1.60    6.16    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:36:55 PM  all   95.95    0.80    3.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:36:56 PM  all   85.64    7.43    4.37    0.00    0.00    0.10    0.00    0.00    0.00    2.46
09:36:57 PM  all    8.95   53.94    8.80    0.00    0.00    0.15    0.00    0.00    0.00   28.16
09:36:58 PM  all   10.07   66.99    7.51    0.00    0.00    0.15    0.00    0.00    0.00   15.28
09:36:59 PM  all   11.16   67.75    6.57    0.41    0.00    0.05    0.00    0.00    0.00   14.06
09:37:00 PM  all   10.94   68.05    7.29    0.67    0.00    0.00    0.00    0.00    0.00   13.05
09:37:01 PM  all   11.43   67.32    6.90    0.00    0.00    0.10    0.00    0.00    0.00   14.26
09:37:02 PM  all   11.25   67.70    6.69    0.00    0.00    0.16    0.00    0.00    0.00   14.20
09:37:03 PM  all   11.04   68.49    6.25    0.00    0.00    0.16    0.00    0.00    0.00   14.06
09:37:04 PM  all   11.67   67.33    6.71    0.00    0.00    0.10    0.00    0.00    0.00   14.18
09:37:05 PM  all   12.75   66.13    6.50    0.00    0.00    0.05    0.00    0.00    0.00   14.56
09:37:06 PM  all   11.11   68.43    6.63    0.00    0.00    0.21    0.00    0.00    0.00   13.62
09:37:07 PM  all   10.60   68.47    6.84    0.00    0.00    0.00    0.00    0.00    0.00   14.09
09:37:08 PM  all   12.10   67.79    5.87    0.00    0.00    0.05    0.00    0.00    0.00   14.18
09:37:09 PM  all   11.31   68.08    6.40    0.00    0.00    0.10    0.00    0.00    0.00   14.10
09:37:10 PM  all   12.63   67.86    5.95    0.00    0.00    0.05    0.00    0.00    0.00   13.51
09:37:11 PM  all   12.98   66.00    6.80    0.05    0.00    0.10    0.00    0.00    0.00   14.06
09:37:12 PM  all   11.29   67.81    7.03    0.00    0.00    0.10    0.00    0.00    0.00   13.76
09:37:13 PM  all   11.36   67.81    6.58    0.00    0.00    0.10    0.00    0.00    0.00   14.14
09:37:14 PM  all   12.71   66.31    6.69    0.10    0.00    0.05    0.00    0.00    0.00   14.15
09:37:15 PM  all   11.84   67.56    6.59    0.00    0.00    0.05    0.00    0.00    0.00   13.95
09:37:16 PM  all   11.24   68.28    6.16    0.00    0.00    0.10    0.00    0.00    0.00   14.22
09:37:17 PM  all   12.31   66.55    6.88    0.05    0.00    0.10    0.00    0.00    0.00   14.12
09:37:18 PM  all   12.62   66.62    6.54    0.00    0.00    0.10    0.00    0.00    0.00   14.12
09:37:19 PM  all   11.34   68.72    6.58    0.00    0.00    0.00    0.00    0.00    0.00   13.36
09:37:20 PM  all   11.63   68.28    5.92    0.00    0.00    0.15    0.00    0.00    0.00   14.02
09:37:21 PM  all   11.39   68.25    6.39    0.00    0.00    0.21    0.00    0.00    0.00   13.76
09:37:22 PM  all   11.77   67.19    6.95    0.00    0.00    0.00    0.00    0.00    0.00   14.10
09:37:23 PM  all   18.78   61.68    7.66    0.00    0.00    0.10    0.00    0.00    0.00   11.78
09:37:24 PM  all   27.29   52.60    8.25    0.00    0.00    0.05    0.00    0.00    0.00   11.81
09:37:25 PM  all   99.30    0.00    0.70    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:37:26 PM  all   99.05    0.00    0.90    0.00    0.00    0.05    0.00    0.00    0.00    0.00
09:37:27 PM  all   94.36    0.00    5.64    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:37:28 PM  all   39.95    0.00   12.33    0.05    0.00    0.20    0.00    0.00    0.00   47.47
09:37:29 PM  all   16.29   11.28    2.07    0.00    0.00    0.05    0.00    0.00    0.00   70.31
09:37:30 PM  all    5.24   39.84    4.72    0.00    0.00    0.05    0.00    0.00    0.00   50.15
09:37:31 PM  all    5.44   40.68    4.74    0.10    0.00    0.05    0.00    0.00    0.00   48.99
09:37:32 PM  all    4.12   41.07    3.14    0.05    0.00    0.00    0.00    0.00    0.00   51.62
09:37:33 PM  all    5.27   39.93    4.45    0.00    0.00    0.10    0.00    0.00    0.00   50.26
09:37:34 PM  all    3.95   41.10    3.80    0.00    0.00    0.05    0.00    0.00    0.00   51.09
09:37:35 PM  all    4.68   40.46    4.13    0.00    0.00    0.05    0.00    0.00    0.00   50.68
09:37:36 PM  all    4.36   39.23    4.51    0.05    0.00    0.10    0.00    0.00    0.00   51.74
09:37:37 PM  all    5.02   38.68    4.46    0.00    0.00    0.00    0.00    0.00    0.00   51.84
09:37:38 PM  all    4.26   39.73    4.11    0.00    0.00    0.00    0.00    0.00    0.00   51.90
09:37:39 PM  all    4.83   39.04    4.12    0.00    0.00    0.05    0.00    0.00    0.00   51.96
09:37:40 PM  all    4.45   32.83    3.25    0.00    0.00    0.00    0.00    0.00    0.00   59.46
