Linux 5.15.0-141-generic (node7) 	06/18/2025 	_x86_64_	(20 CPU)

01:18:16 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:18:17 PM  all   15.63    0.00    0.85    1.95    0.00    0.05    0.00    0.00    0.00   81.51
01:18:18 PM  all   17.24    0.00    0.85    0.55    0.00    0.05    0.00    0.00    0.00   81.30
01:18:19 PM  all    3.57    0.00    0.60    0.65    0.00    0.00    0.00    0.00    0.00   95.18
01:18:20 PM  all    0.90    0.00    0.75    0.40    0.00    0.05    0.00    0.00    0.00   97.90
01:18:21 PM  all   23.38    0.00    1.96    0.20    0.00    0.00    0.00    0.00    0.00   74.46
01:18:22 PM  all   93.91    0.00    6.09    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:18:23 PM  all   93.35    0.00    6.65    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:18:24 PM  all   91.74    0.00    8.26    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:18:25 PM  all   92.40    0.00    7.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:18:26 PM  all   92.80    0.00    7.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:18:27 PM  all   93.16    0.00    6.84    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:18:28 PM  all   92.47    0.00    7.49    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:18:29 PM  all   91.82    0.00    8.18    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:18:30 PM  all   92.43    0.00    7.57    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:18:31 PM  all   91.81    0.00    8.19    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:18:32 PM  all   92.99    0.00    7.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:18:33 PM  all   94.25    0.00    5.75    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:18:34 PM  all   93.31    0.00    6.64    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:18:35 PM  all   85.77    0.00    6.64    0.00    0.00    0.00    0.00    0.00    0.00    7.59
01:18:36 PM  all   20.53    0.00    4.20    0.05    0.00    0.00    0.00    0.00    0.00   75.22
01:18:37 PM  all   18.98    0.00    4.13    0.05    0.00    0.00    0.00    0.00    0.00   76.84
01:18:38 PM  all   18.57    0.00    4.35    0.00    0.00    0.00    0.00    0.00    0.00   77.08
01:18:39 PM  all   18.67    0.00    4.04    0.00    0.00    0.05    0.00    0.00    0.00   77.23
01:18:40 PM  all   19.60    0.00    4.26    0.00    0.00    0.15    0.00    0.00    0.00   75.99
01:18:41 PM  all   20.64    0.00    4.81    0.25    0.00    0.10    0.00    0.00    0.00   74.20
