Linux 5.15.0-141-generic (node7) 	06/09/2025 	_x86_64_	(20 CPU)

01:46:25 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:46:26 AM  all   15.58    0.00    0.90    1.80    0.00    0.00    0.00    0.00    0.00   81.73
01:46:27 AM  all   17.27    0.00    1.75    1.85    0.00    0.05    0.00    0.00    0.00   79.08
01:46:28 AM  all    2.50    0.00    0.55    0.65    0.00    0.10    0.00    0.00    0.00   96.21
01:46:29 AM  all    0.30    0.00    0.10    0.00    0.00    0.00    0.00    0.00    0.00   99.60
01:46:30 AM  all    0.35    0.00    0.10    0.05    0.00    0.00    0.00    0.00    0.00   99.50
01:46:31 AM  all   17.15    0.00    1.10    0.30    0.00    0.05    0.00    0.00    0.00   81.40
01:46:32 AM  all   17.40    0.00    0.80    0.05    0.00    0.00    0.00    0.00    0.00   81.75
01:46:33 AM  all   17.28   10.67    2.00    0.35    0.00    0.10    0.00    0.00    0.00   69.60
01:46:34 AM  all    9.38   24.60    3.49    0.21    0.00    0.10    0.00    0.00    0.00   62.22
01:46:35 AM  all    8.04   29.29    3.21    0.05    0.00    0.05    0.00    0.00    0.00   59.37
01:46:36 AM  all    8.74   22.51    3.44    0.00    0.00    0.16    0.00    0.00    0.00   65.14
01:46:37 AM  all    8.27   26.86    3.54    0.00    0.00    0.10    0.00    0.00    0.00   61.22
01:46:38 AM  all    6.64   29.53    2.94    0.00    0.00    0.10    0.00    0.00    0.00   60.79
01:46:39 AM  all    7.01   30.68    2.35    0.00    0.00    0.10    0.00    0.00    0.00   59.86
01:46:40 AM  all    8.69   31.38    3.06    0.00    0.00    0.00    0.00    0.00    0.00   56.88
01:46:41 AM  all    6.27   30.92    2.63    0.00    0.00    0.05    0.00    0.00    0.00   60.13
01:46:42 AM  all    7.90   29.48    2.92    0.00    0.00    0.00    0.00    0.00    0.00   59.71
01:46:43 AM  all    7.92   27.45    3.16    0.00    0.00    0.10    0.00    0.00    0.00   61.37
01:46:44 AM  all    7.14   27.52    2.42    0.05    0.00    0.11    0.00    0.00    0.00   62.76
01:46:45 AM  all    8.30   29.17    3.08    0.00    0.00    0.20    0.00    0.00    0.00   59.24
01:46:46 AM  all    6.89   28.93    2.33    0.00    0.00    0.16    0.00    0.00    0.00   61.69
01:46:47 AM  all    7.68   27.21    3.13    0.05    0.00    0.10    0.00    0.00    0.00   61.83
01:46:48 AM  all    8.52   28.26    3.21    0.00    0.00    0.05    0.00    0.00    0.00   59.97
01:46:49 AM  all    6.41   30.53    2.34    0.00    0.00    0.10    0.00    0.00    0.00   60.61
01:46:50 AM  all    8.01   28.06    2.91    0.00    0.00    0.20    0.00    0.00    0.00   60.82
01:46:51 AM  all    8.52   29.80    3.10    0.00    0.00    0.00    0.00    0.00    0.00   58.57
01:46:52 AM  all    8.43   27.89    2.55    0.00    0.00    0.05    0.00    0.00    0.00   61.08
01:46:53 AM  all    7.49   29.78    2.57    0.00    0.00    0.00    0.00    0.00    0.00   60.16
01:46:54 AM  all    8.28   27.28    2.95    0.00    0.00    0.10    0.00    0.00    0.00   61.39
01:46:55 AM  all    8.12   27.48    3.03    0.00    0.00    0.10    0.00    0.00    0.00   61.27
01:46:56 AM  all    8.12   28.56    3.15    0.00    0.00    0.00    0.00    0.00    0.00   60.17
01:46:57 AM  all    8.43   28.86    2.47    0.00    0.00    0.00    0.00    0.00    0.00   60.24
01:46:58 AM  all    7.56   29.64    2.70    0.00    0.00    0.25    0.00    0.00    0.00   59.84
01:46:59 AM  all    8.76   27.39    2.71    0.05    0.00    0.05    0.00    0.00    0.00   61.03
01:47:00 AM  all    8.60   26.98    2.73    0.00    0.00    0.05    0.00    0.00    0.00   61.64
01:47:01 AM  all    9.00   28.17    3.17    0.00    0.00    0.10    0.00    0.00    0.00   59.56
01:47:02 AM  all    7.38   28.22    2.68    0.10    0.00    0.00    0.00    0.00    0.00   61.61
01:47:03 AM  all   18.91    9.18    2.38    0.05    0.00    0.00    0.00    0.00    0.00   69.47
01:47:04 AM  all   15.79    1.35    2.39    0.05    0.00    0.00    0.00    0.00    0.00   80.42
01:47:05 AM  all    7.97   21.99    2.82    0.10    0.00    0.05    0.00    0.00    0.00   67.06
01:47:06 AM  all    9.05   21.19    2.75    0.15    0.00    0.34    0.00    0.00    0.00   66.52
01:47:07 AM  all    7.55   19.83    2.77    0.00    0.00    0.05    0.00    0.00    0.00   69.80
01:47:08 AM  all    8.91   19.79    2.23    0.00    0.00    0.05    0.00    0.00    0.00   69.03
01:47:09 AM  all    7.39   15.99    2.68    0.00    0.00    0.10    0.00    0.00    0.00   73.84
