Linux 5.15.0-141-generic (node7) 	06/09/2025 	_x86_64_	(20 CPU)

01:51:40 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:51:41 AM  all   15.38    0.00    0.85    1.90    0.00    0.00    0.00    0.00    0.00   81.86
01:51:42 AM  all   17.31    0.00    0.80    0.20    0.00    0.05    0.00    0.00    0.00   81.64
01:51:43 AM  all    2.10    0.00    0.55    0.55    0.00    0.00    0.00    0.00    0.00   96.80
01:51:44 AM  all    0.40    0.00    0.20    0.05    0.00    0.00    0.00    0.00    0.00   99.35
01:51:45 AM  all    0.65    0.00    0.25    0.25    0.00    0.15    0.00    0.00    0.00   98.70
01:51:46 AM  all   16.79    0.05    1.40    0.15    0.00    0.05    0.00    0.00    0.00   81.56
01:51:47 AM  all   21.57    0.00    1.31    0.00    0.00    0.00    0.00    0.00    0.00   77.12
01:51:48 AM  all    1.60    0.00    0.60    0.00    0.00    0.10    0.00    0.00    0.00   97.70
01:51:49 AM  all   21.22   17.85    2.56    0.25    0.00    0.10    0.00    0.00    0.00   58.02
01:51:50 AM  all   13.89   41.46    5.14    0.05    0.00    0.45    0.00    0.00    0.00   39.01
01:51:51 AM  all   13.71   42.27    4.52    0.05    0.00    0.15    0.00    0.00    0.00   39.29
01:51:52 AM  all   13.25   43.40    4.47    0.00    0.00    0.26    0.00    0.00    0.00   38.62
01:51:53 AM  all   12.81   43.52    5.38    0.05    0.00    0.20    0.00    0.00    0.00   38.04
01:51:54 AM  all   13.75   44.01    4.33    0.00    0.00    0.10    0.00    0.00    0.00   37.80
01:51:55 AM  all   11.88   44.90    4.64    0.00    0.00    0.05    0.00    0.00    0.00   38.53
01:51:56 AM  all   10.63   46.53    4.29    0.00    0.00    0.20    0.00    0.00    0.00   38.34
01:51:57 AM  all   11.96   45.38    4.57    0.00    0.00    0.05    0.00    0.00    0.00   38.04
01:51:58 AM  all   12.82   46.14    4.39    0.00    0.00    0.05    0.00    0.00    0.00   36.60
01:51:59 AM  all   11.37   45.94    4.26    0.00    0.00    0.15    0.00    0.00    0.00   38.27
01:52:00 AM  all   10.74   44.83    4.44    0.00    0.00    0.10    0.00    0.00    0.00   39.88
01:52:01 AM  all   12.26   45.20    4.90    0.05    0.00    0.30    0.00    0.00    0.00   37.29
01:52:02 AM  all   13.09   44.89    4.73    0.00    0.00    0.20    0.00    0.00    0.00   37.09
01:52:03 AM  all   12.59   44.84    4.95    0.00    0.00    0.20    0.00    0.00    0.00   37.41
01:52:04 AM  all   12.60   44.03    4.77    0.00    0.00    0.10    0.00    0.00    0.00   38.50
01:52:05 AM  all   12.69   44.31    4.93    0.30    0.00    0.20    0.00    0.00    0.00   37.56
01:52:06 AM  all   12.25   46.03    4.47    0.05    0.00    0.10    0.00    0.00    0.00   37.10
01:52:07 AM  all   11.39   46.95    4.13    0.00    0.00    0.10    0.00    0.00    0.00   37.43
01:52:08 AM  all   12.41   45.79    4.19    0.10    0.00    0.35    0.00    0.00    0.00   37.17
01:52:09 AM  all   11.58   44.99    4.26    0.00    0.00    0.05    0.00    0.00    0.00   39.12
01:52:10 AM  all   12.42   44.29    4.90    0.00    0.00    0.10    0.00    0.00    0.00   38.28
01:52:11 AM  all   12.45   44.31    3.91    0.00    0.00    0.10    0.00    0.00    0.00   39.22
01:52:12 AM  all   11.23   45.46    4.86    0.00    0.00    0.15    0.00    0.00    0.00   38.30
01:52:13 AM  all   14.26   44.23    4.72    0.00    0.00    0.10    0.00    0.00    0.00   36.68
01:52:14 AM  all   11.88   44.55    4.84    0.00    0.00    0.25    0.00    0.00    0.00   38.48
01:52:15 AM  all   12.36   44.42    3.84    0.00    0.00    0.10    0.00    0.00    0.00   39.27
01:52:16 AM  all   10.50   47.52    3.70    0.00    0.00    0.15    0.00    0.00    0.00   38.13
01:52:17 AM  all   12.46   43.92    4.90    0.00    0.00    0.15    0.00    0.00    0.00   38.56
01:52:18 AM  all   13.92   43.78    4.81    0.00    0.00    0.05    0.00    0.00    0.00   37.45
01:52:19 AM  all   20.22   15.08    2.65    0.10    0.00    0.15    0.00    0.00    0.00   61.81
01:52:20 AM  all   15.37    0.70    2.05    0.15    0.00    0.05    0.00    0.00    0.00   81.69
01:52:21 AM  all    9.39   21.21    2.43    0.05    0.00    0.10    0.00    0.00    0.00   66.82
01:52:22 AM  all    7.76   21.61    2.57    0.00    0.00    0.15    0.00    0.00    0.00   67.91
01:52:23 AM  all    8.31   18.73    2.58    0.00    0.00    0.10    0.00    0.00    0.00   70.28
01:52:24 AM  all    9.94   19.27    3.00    0.00    0.00    0.00    0.00    0.00    0.00   67.80
01:52:25 AM  all    7.62   16.64    2.41    0.00    0.00    0.00    0.00    0.00    0.00   73.33
