Linux 5.15.0-140-generic (node7) 	06/07/2025 	_x86_64_	(20 CPU)

10:31:26 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:31:27 PM  all   15.58    0.00    1.14    1.54    0.00    0.10    0.00    0.00    0.00   81.63
10:31:28 PM  all   17.04    0.00    1.05    0.55    0.00    0.05    0.00    0.00    0.00   81.30
10:31:29 PM  all    3.77    0.00    0.75    0.75    0.00    0.00    0.00    0.00    0.00   94.73
10:31:30 PM  all    0.50    0.00    0.45    0.00    0.00    0.00    0.00    0.00    0.00   99.05
10:31:31 PM  all    0.45    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.05
10:31:32 PM  all   16.20    0.00    0.95    0.30    0.00    0.00    0.00    0.00    0.00   82.55
10:31:33 PM  all   64.56    0.00    4.21    0.00    0.00    0.05    0.00    0.00    0.00   31.18
10:31:34 PM  all   93.52    0.00    6.48    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:35 PM  all   92.74    0.00    7.26    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:36 PM  all   94.14    0.00    5.86    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:37 PM  all   93.65    0.00    6.35    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:38 PM  all   90.86    0.00    9.14    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:39 PM  all   92.31    0.00    7.69    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:40 PM  all   26.99    0.00    4.86    0.00    0.00    0.00    0.00    0.00    0.00   68.15
10:31:41 PM  all   17.10    0.00    4.11    0.00    0.00    0.00    0.00    0.00    0.00   78.79
10:31:42 PM  all   17.37    0.00    3.55    0.00    0.00    0.05    0.00    0.00    0.00   79.03
10:31:43 PM  all   17.35    0.00    4.01    0.00    0.00    0.05    0.00    0.00    0.00   78.59
10:31:44 PM  all   17.81    0.00    3.65    0.00    0.00    0.05    0.00    0.00    0.00   78.49
10:31:45 PM  all   18.62    0.00    4.40    0.00    0.00    0.30    0.00    0.00    0.00   76.68
10:31:46 PM  all   18.45    0.00    4.75    0.00    0.00    0.20    0.00    0.00    0.00   76.60
10:31:47 PM  all   17.96    0.00    4.54    0.00    0.00    0.35    0.00    0.00    0.00   77.15
10:31:48 PM  all   19.14    0.00    4.57    0.00    0.00    0.30    0.00    0.00    0.00   75.99
10:31:49 PM  all   19.12    0.00    5.14    0.00    0.00    0.30    0.00    0.00    0.00   75.44
10:31:50 PM  all   19.17    0.00    5.41    0.00    0.00    0.25    0.00    0.00    0.00   75.18
10:31:51 PM  all   16.77    0.00    3.84    0.00    0.00    0.25    0.00    0.00    0.00   79.14
10:31:52 PM  all    0.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00    0.00   99.20
10:31:53 PM  all    0.35    0.00    0.40    0.00    0.00    0.00    0.00    0.00    0.00   99.25
10:31:54 PM  all    0.05    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.75
10:31:55 PM  all    1.80    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   97.46
10:31:56 PM  all   87.90    0.00    2.36    0.00    0.00    0.55    0.00    0.00    0.00    9.19
10:31:57 PM  all   89.80    0.00    1.31    0.00    0.00    0.45    0.00    0.00    0.00    8.43
10:31:58 PM  all   63.46    0.00    3.29    0.00    0.00    0.31    0.00    0.00    0.00   32.94
10:31:59 PM  all   60.21    0.00    3.31    0.00    0.00    0.26    0.00    0.00    0.00   36.23
10:32:00 PM  all   59.80    0.00    3.13    0.00    0.00    0.26    0.00    0.00    0.00   36.81
10:32:01 PM  all   68.18    0.00    2.66    0.00    0.00    0.26    0.00    0.00    0.00   28.91
10:32:02 PM  all   87.86    0.00    1.92    0.00    0.00    0.56    0.00    0.00    0.00    9.66
10:32:03 PM  all   89.11    0.00    1.66    0.00    0.00    0.60    0.00    0.00    0.00    8.62
10:32:04 PM  all   89.50    0.00    1.51    0.00    0.00    0.55    0.00    0.00    0.00    8.44
10:32:05 PM  all   75.82    0.00    3.21    0.00    0.00    0.31    0.00    0.00    0.00   20.66
10:32:06 PM  all   61.66    0.00    3.41    0.00    0.00    0.67    0.00    0.00    0.00   34.26
10:32:07 PM  all   62.95    0.00    3.00    0.00    0.00    0.05    0.00    0.00    0.00   34.01
10:32:08 PM  all   58.00    0.00    3.34    0.00    0.00    0.35    0.00    0.00    0.00   38.31
10:32:09 PM  all   80.09    0.00    2.13    0.00    0.00    0.56    0.00    0.00    0.00   17.22
10:32:10 PM  all   88.01    0.00    1.97    0.00    0.00    0.81    0.00    0.00    0.00    9.21
10:32:11 PM  all   88.50    0.00    2.21    0.00    0.00    0.55    0.00    0.00    0.00    8.73
10:32:12 PM  all   92.00    0.00    1.16    0.00    0.00    0.25    0.00    0.00    0.00    6.59
10:32:13 PM  all   66.56    0.00    2.64    0.00    0.00    0.26    0.00    0.00    0.00   30.53
10:32:14 PM  all   61.24    0.00    2.73    0.00    0.00    0.16    0.00    0.00    0.00   35.87
10:32:15 PM  all   59.56    0.00    3.64    0.00    0.00    0.36    0.00    0.00    0.00   36.43
10:32:16 PM  all   60.92    0.00    3.19    0.00    0.00    0.21    0.00    0.00    0.00   35.68
10:32:17 PM  all   86.54    0.00    2.37    0.10    0.00    0.66    0.00    0.00    0.00   10.33
10:32:18 PM  all   88.41    0.00    1.82    0.00    0.00    0.66    0.00    0.00    0.00    9.11
10:32:19 PM  all   89.44    0.00    1.36    0.00    0.00    0.55    0.00    0.00    0.00    8.65
10:32:20 PM  all   84.94    0.00    1.98    0.00    0.00    0.51    0.00    0.00    0.00   12.56
10:32:21 PM  all   61.05    0.00    2.88    0.00    0.00    0.21    0.00    0.00    0.00   35.86
10:32:22 PM  all   60.52    0.00    3.06    0.00    0.00    0.51    0.00    0.00    0.00   35.90
10:32:23 PM  all   60.07    0.00    2.89    0.00    0.00    0.57    0.00    0.00    0.00   36.48
10:32:24 PM  all   66.29    0.00    2.56    0.00    0.00    0.51    0.00    0.00    0.00   30.64
10:32:25 PM  all   87.11    0.00    2.17    0.00    0.00    0.50    0.00    0.00    0.00   10.22
10:32:26 PM  all   92.00    0.00    2.62    0.00    0.00    0.35    0.00    0.00    0.00    5.03
10:32:27 PM  all   90.94    0.00    7.06    0.00    0.00    0.00    0.00    0.00    0.00    2.00
10:32:28 PM  all   17.44    0.00    1.15    0.05    0.00    0.05    0.00    0.00    0.00   81.30
10:32:29 PM  all    5.17    0.00    0.80    0.10    0.00    0.05    0.00    0.00    0.00   93.88
10:32:30 PM  all    5.41    0.00    0.65    0.00    0.00    0.10    0.00    0.00    0.00   93.84
10:32:31 PM  all    5.70    0.00    0.95    0.00    0.00    0.05    0.00    0.00    0.00   93.30
10:32:32 PM  all    5.42    0.00    0.50    0.00    0.00    0.10    0.00    0.00    0.00   93.97
10:32:33 PM  all    5.32    0.00    0.70    0.00    0.00    0.05    0.00    0.00    0.00   93.92
10:32:34 PM  all    5.45    0.00    0.95    0.00    0.00    0.05    0.00    0.00    0.00   93.55
10:32:35 PM  all    5.37    0.00    0.65    0.00    0.00    0.05    0.00    0.00    0.00   93.93
10:32:36 PM  all    5.88    0.00    0.90    0.00    0.00    0.00    0.00    0.00    0.00   93.22
10:32:37 PM  all    5.59    0.00    0.95    0.00    0.00    0.05    0.00    0.00    0.00   93.41
10:32:38 PM  all    5.49    0.00    0.95    0.00    0.00    0.00    0.00    0.00    0.00   93.56
10:32:39 PM  all    5.69    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   93.56
10:32:40 PM  all    5.74    0.00    1.00    0.00    0.00    0.05    0.00    0.00    0.00   93.21
10:32:41 PM  all    5.60    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   93.65
10:32:42 PM  all    5.54    0.00    0.95    0.00    0.00    0.00    0.00    0.00    0.00   93.51
10:32:43 PM  all    5.38    0.00    0.70    0.00    0.00    0.00    0.00    0.00    0.00   93.92
10:32:44 PM  all    5.22    0.00    0.70    0.00    0.00    0.10    0.00    0.00    0.00   93.98
10:32:45 PM  all    5.46    0.00    0.80    0.00    0.00    0.05    0.00    0.00    0.00   93.69
10:32:46 PM  all    5.56    0.00    0.90    0.00    0.00    0.05    0.00    0.00    0.00   93.49
10:32:47 PM  all    5.32    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   93.88
10:32:48 PM  all    5.54    0.00    0.90    0.00    0.00    0.00    0.00    0.00    0.00   93.56
10:32:49 PM  all    5.65    0.00    0.85    0.00    0.00    0.05    0.00    0.00    0.00   93.45
10:32:50 PM  all    5.59    0.00    1.10    0.00    0.00    0.10    0.00    0.00    0.00   93.21
10:32:51 PM  all    5.69    0.00    0.80    0.00    0.00    0.05    0.00    0.00    0.00   93.46
10:32:52 PM  all    5.82    0.00    0.90    0.00    0.00    0.10    0.00    0.00    0.00   93.18
10:32:53 PM  all    5.47    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   93.78
10:32:54 PM  all    5.67    0.00    1.05    0.00    0.00    0.00    0.00    0.00    0.00   93.28
10:32:55 PM  all    5.88    0.00    0.95    0.00    0.00    0.05    0.00    0.00    0.00   93.12
10:32:56 PM  all    5.41    0.00    0.90    0.00    0.00    0.00    0.00    0.00    0.00   93.69
10:32:57 PM  all    5.55    0.00    0.85    0.00    0.00    0.05    0.00    0.00    0.00   93.55
10:32:58 PM  all    5.69    0.00    0.85    0.00    0.00    0.05    0.00    0.00    0.00   93.41
10:32:59 PM  all    5.68    0.00    0.95    0.00    0.00    0.05    0.00    0.00    0.00   93.32
10:33:00 PM  all    5.31    0.00    0.80    0.00    0.00    0.10    0.00    0.00    0.00   93.78
10:33:01 PM  all    5.87    0.00    1.05    0.00    0.00    0.00    0.00    0.00    0.00   93.08
10:33:02 PM  all    5.50    0.00    0.80    0.00    0.00    0.10    0.00    0.00    0.00   93.60
10:33:03 PM  all    5.55    0.00    0.85    0.00    0.00    0.10    0.00    0.00    0.00   93.50
10:33:04 PM  all    5.60    0.00    1.00    0.00    0.00    0.05    0.00    0.00    0.00   93.35
10:33:05 PM  all    5.50    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   93.70
10:33:06 PM  all    6.19    0.00    1.04    0.00    0.00    0.00    0.00    0.00    0.00   92.77
10:33:07 PM  all    5.87    0.00    0.95    0.00    0.00    0.10    0.00    0.00    0.00   93.08
10:33:08 PM  all    5.26    0.00    0.90    0.00    0.00    0.00    0.00    0.00    0.00   93.84
