Linux 5.15.0-141-generic (node7) 	06/08/2025 	_x86_64_	(20 CPU)

02:01:04 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:01:05 PM  all   15.28    0.00    0.90    1.96    0.00    0.15    0.00    0.00    0.00   81.70
02:01:06 PM  all   17.66    0.00    0.65    0.35    0.00    0.00    0.00    0.00    0.00   81.33
02:01:07 PM  all    3.07    0.00    0.30    0.96    0.00    0.05    0.00    0.00    0.00   95.62
02:01:08 PM  all    0.90    0.00    0.45    0.35    0.00    0.00    0.00    0.00    0.00   98.29
02:01:09 PM  all   21.84    0.00    1.61    0.25    0.00    0.00    0.00    0.00    0.00   76.31
02:01:10 PM  all   94.26    0.00    5.74    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:01:11 PM  all   92.80    0.00    7.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:01:12 PM  all   92.65    0.00    7.30    0.00    0.00    0.05    0.00    0.00    0.00    0.00
02:01:13 PM  all   93.06    0.00    6.94    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:01:14 PM  all   92.83    0.00    7.17    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:01:15 PM  all   92.41    0.00    7.59    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:01:16 PM  all   93.30    0.00    6.70    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:01:17 PM  all   92.21    0.00    7.79    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:01:18 PM  all   91.24    0.00    8.76    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:01:19 PM  all   92.34    0.00    7.66    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:01:20 PM  all   92.60    0.00    7.40    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:01:21 PM  all   93.06    0.00    6.94    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:01:22 PM  all   94.65    0.00    5.30    0.00    0.00    0.05    0.00    0.00    0.00    0.00
02:01:23 PM  all   67.97    0.00    6.83    0.00    0.00    0.00    0.00    0.00    0.00   25.20
02:01:24 PM  all   18.31    0.00    4.20    0.05    0.00    0.00    0.00    0.00    0.00   77.44
02:01:25 PM  all   18.08    0.00    3.47    0.00    0.00    0.00    0.00    0.00    0.00   78.45
02:01:26 PM  all   18.28    0.00    3.82    0.25    0.00    0.00    0.00    0.00    0.00   77.65
02:01:27 PM  all   18.10    0.00    3.62    0.00    0.00    0.00    0.00    0.00    0.00   78.28
02:01:28 PM  all   19.14    0.00    4.07    0.00    0.00    0.00    0.00    0.00    0.00   76.80
02:01:29 PM  all   20.03    0.00    4.02    0.15    0.00    0.05    0.00    0.00    0.00   75.75
02:01:30 PM  all   19.21    0.00    4.26    0.00    0.00    0.05    0.00    0.00    0.00   76.48
02:01:31 PM  all   18.89    0.00    4.56    0.00    0.00    0.00    0.00    0.00    0.00   76.55
02:01:32 PM  all   19.92    0.00    4.12    0.00    0.00    0.10    0.00    0.00    0.00   75.86
02:01:33 PM  all   22.37    0.00    4.52    0.05    0.00    0.10    0.00    0.00    0.00   72.95
02:01:34 PM  all   11.90    0.00    2.41    0.05    0.00    0.05    0.00    0.00    0.00   85.59
02:01:35 PM  all    0.30    0.00    0.10    0.00    0.00    0.05    0.00    0.00    0.00   99.55
02:01:36 PM  all    0.25    0.00    0.30    0.00    0.00    0.05    0.00    0.00    0.00   99.40
02:01:37 PM  all    0.30    0.00    0.10    0.25    0.00    0.00    0.00    0.00    0.00   99.35
02:01:38 PM  all    0.35    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.45
02:01:39 PM  all    0.40    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.40
02:01:40 PM  all    0.25    0.00    0.10    0.05    0.00    0.00    0.00    0.00    0.00   99.60
