Linux 5.15.0-141-generic (node7) 	06/16/2025 	_x86_64_	(20 CPU)

01:22:28 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:22:29 AM  all   16.53    0.00    0.95    1.65    0.00    0.15    0.00    0.00    0.00   80.73
01:22:30 AM  all   17.60    0.00    0.55    0.25    0.00    0.00    0.00    0.00    0.00   81.60
01:22:31 AM  all    2.11    0.00    0.50    0.60    0.00    0.05    0.00    0.00    0.00   96.74
01:22:32 AM  all    0.35    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.65
01:22:33 AM  all    0.55    0.00    0.10    0.10    0.00    0.00    0.00    0.00    0.00   99.25
01:22:34 AM  all   17.10    0.00    0.90    0.25    0.00    0.05    0.00    0.00    0.00   81.70
01:22:35 AM  all   70.77    0.00    4.54    0.00    0.00    0.05    0.00    0.00    0.00   24.64
01:22:36 AM  all   94.19    0.00    5.81    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:22:37 AM  all   93.80    0.00    6.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:22:38 AM  all   92.60    0.00    7.40    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:22:39 AM  all   91.57    0.00    8.38    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:22:40 AM  all   92.25    0.00    7.70    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:22:41 AM  all   92.14    0.00    7.86    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:22:42 AM  all   92.60    0.00    7.40    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:22:43 AM  all   92.19    0.00    7.81    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:22:44 AM  all   92.20    0.00    7.80    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:22:45 AM  all   92.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:22:46 AM  all   93.55    0.00    6.45    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:22:47 AM  all   94.26    0.00    5.74    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:22:48 AM  all   71.03    0.00    7.58    0.05    0.00    0.00    0.00    0.00    0.00   21.34
01:22:49 AM  all   21.34    0.00    4.81    0.00    0.00    0.00    0.00    0.00    0.00   73.85
01:22:50 AM  all   20.59    0.00    4.51    0.00    0.00    0.00    0.00    0.00    0.00   74.90
01:22:51 AM  all   19.24    0.00    3.86    0.00    0.00    0.00    0.00    0.00    0.00   76.90
01:22:52 AM  all   19.62    0.00    4.55    0.00    0.00    0.05    0.00    0.00    0.00   75.78
