Linux 5.15.0-141-generic (node7) 	06/16/2025 	_x86_64_	(20 CPU)

12:41:23 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:41:24 AM  all   16.47    0.05    0.80    1.80    0.00    0.10    0.00    0.00    0.00   80.79
12:41:25 AM  all   18.17    0.00    0.85    0.20    0.00    0.05    0.00    0.00    0.00   80.73
12:41:26 AM  all    2.86    0.00    0.90    0.85    0.00    0.15    0.00    0.00    0.00   95.24
12:41:27 AM  all    1.06    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   98.74
12:41:28 AM  all    1.20    0.00    0.30    0.30    0.00    0.00    0.00    0.00    0.00   98.20
12:41:29 AM  all   13.07    0.00    1.26    0.40    0.00    0.00    0.00    0.00    0.00   85.27
12:41:30 AM  all   51.97    0.00    3.65    0.00    0.00    0.05    0.00    0.00    0.00   44.33
12:41:31 AM  all   94.01    0.00    5.94    0.00    0.00    0.05    0.00    0.00    0.00    0.00
12:41:32 AM  all   92.03    0.00    7.97    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:41:33 AM  all   93.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:41:34 AM  all   92.97    0.00    6.98    0.00    0.00    0.05    0.00    0.00    0.00    0.00
12:41:35 AM  all   92.05    0.00    7.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:41:36 AM  all   93.10    0.00    6.90    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:41:37 AM  all   92.55    0.00    7.45    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:41:38 AM  all   91.00    0.00    8.95    0.00    0.00    0.05    0.00    0.00    0.00    0.00
12:41:39 AM  all   92.21    0.00    7.79    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:41:40 AM  all   91.99    0.00    8.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:41:41 AM  all   93.70    0.00    6.30    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:41:42 AM  all   94.11    0.00    5.89    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:41:43 AM  all   93.05    0.00    6.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:41:44 AM  all   40.48    0.00    5.51    0.00    0.00    0.05    0.00    0.00    0.00   53.96
12:41:45 AM  all   18.36    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   77.64
12:41:46 AM  all   18.78    0.00    4.02    0.00    0.00    0.00    0.00    0.00    0.00   77.20
12:41:47 AM  all   18.92    0.00    3.80    0.05    0.00    0.05    0.00    0.00    0.00   77.18
12:41:48 AM  all   18.66    0.00    4.50    0.00    0.00    0.10    0.00    0.00    0.00   76.74
12:41:49 AM  all   21.29    0.00    4.51    0.05    0.00    0.05    0.00    0.00    0.00   74.10
12:41:50 AM  all   20.05    0.00    4.41    0.00    0.00    0.15    0.00    0.00    0.00   75.39
12:41:51 AM  all   20.41    0.00    4.32    0.00    0.00    0.10    0.00    0.00    0.00   75.16
12:41:52 AM  all   20.15    0.00    4.47    0.00    0.00    0.20    0.00    0.00    0.00   75.18
12:41:53 AM  all   20.11    0.00    4.32    0.10    0.00    0.10    0.00    0.00    0.00   75.36
12:41:54 AM  all   24.98    0.00    4.90    0.05    0.00    0.20    0.00    0.00    0.00   69.88
12:41:55 AM  all   18.83    0.00    2.96    0.00    0.00    0.10    0.00    0.00    0.00   78.10
12:41:56 AM  all   11.28    0.00    0.70    0.00    0.00    0.05    0.00    0.00    0.00   87.97
12:41:57 AM  all   14.92    0.00    0.70    0.00    0.00    0.05    0.00    0.00    0.00   84.32
12:41:58 AM  all    9.45    0.00    0.70    0.00    0.00    0.10    0.00    0.00    0.00   89.75
12:41:59 AM  all    8.15    0.00    0.25    0.05    0.00    0.05    0.00    0.00    0.00   91.50
12:42:00 AM  all    6.52    0.00    0.40    0.00    0.00    0.00    0.00    0.00    0.00   93.08
12:42:01 AM  all    0.80    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:42:02 AM  all   10.47    0.00    3.27    0.10    0.00    0.10    0.00    0.00    0.00   86.06
12:42:03 AM  all   83.88    4.44    9.71    0.05    0.00    0.49    0.00    0.00    0.00    1.43
12:42:04 AM  all   75.51   18.62    5.78    0.00    0.00    0.10    0.00    0.00    0.00    0.00
12:42:05 AM  all   74.49   20.96    4.45    0.00    0.00    0.05    0.00    0.00    0.00    0.05
12:42:06 AM  all   73.04   22.19    4.57    0.00    0.00    0.10    0.00    0.00    0.00    0.10
12:42:07 AM  all   52.23   37.20    4.55    0.00    0.00    0.05    0.00    0.00    0.00    5.97
12:42:08 AM  all    9.14   72.47    4.85    0.05    0.00    0.05    0.00    0.00    0.00   13.43
12:42:09 AM  all   11.66   70.72    5.14    0.00    0.00    0.31    0.00    0.00    0.00   12.17
12:42:10 AM  all   11.40   71.34    4.57    0.00    0.00    0.05    0.00    0.00    0.00   12.63
12:42:11 AM  all    9.47   71.44    5.64    0.05    0.00    0.55    0.00    0.00    0.00   12.85
12:42:12 AM  all   13.98   70.02    4.80    0.00    0.00    0.15    0.00    0.00    0.00   11.06
12:42:13 AM  all    9.21   72.94    4.60    0.00    0.00    0.15    0.00    0.00    0.00   13.09
12:42:14 AM  all   13.86   68.87    5.59    0.05    0.00    0.30    0.00    0.00    0.00   11.33
12:42:15 AM  all    8.30   73.76    5.50    0.82    0.00    0.20    0.00    0.00    0.00   11.41
12:42:16 AM  all   14.49   69.80    4.58    0.00    0.00    0.15    0.00    0.00    0.00   10.98
12:42:17 AM  all   11.84   70.46    4.54    0.00    0.00    0.31    0.00    0.00    0.00   12.86
12:42:18 AM  all   11.79   71.56    4.61    0.00    0.00    0.10    0.00    0.00    0.00   11.94
12:42:19 AM  all   11.84   71.12    4.59    0.00    0.00    0.10    0.00    0.00    0.00   12.35
12:42:20 AM  all   11.59   71.75    5.06    0.00    0.00    0.30    0.00    0.00    0.00   11.29
12:42:21 AM  all   11.47   71.73    4.92    0.00    0.00    0.25    0.00    0.00    0.00   11.62
12:42:22 AM  all   12.57   71.03    4.70    0.00    0.00    0.15    0.00    0.00    0.00   11.55
12:42:23 AM  all   11.55   71.06    4.43    0.10    0.00    0.31    0.00    0.00    0.00   12.56
12:42:24 AM  all   14.80   69.54    4.64    0.00    0.00    0.05    0.00    0.00    0.00   10.97
12:42:25 AM  all    7.41   74.38    5.04    0.00    0.00    0.35    0.00    0.00    0.00   12.81
12:42:26 AM  all    8.66   73.35    4.71    0.00    0.00    0.25    0.00    0.00    0.00   13.02
12:42:27 AM  all   14.74   68.65    5.50    0.00    0.00    0.61    0.00    0.00    0.00   10.50
12:42:28 AM  all    8.06   73.60    5.24    0.00    0.00    0.15    0.00    0.00    0.00   12.94
12:42:29 AM  all    9.09   73.05    4.24    0.05    0.00    0.00    0.00    0.00    0.00   13.58
12:42:30 AM  all   13.39   69.76    5.09    0.00    0.00    0.31    0.00    0.00    0.00   11.46
12:42:31 AM  all    9.43   73.58    4.46    0.00    0.00    0.10    0.00    0.00    0.00   12.42
12:42:32 AM  all   12.66   70.04    4.75    0.05    0.00    0.26    0.00    0.00    0.00   12.25
12:42:33 AM  all   44.19   41.92    4.33    0.00    0.00    0.20    0.00    0.00    0.00    9.36
12:42:34 AM  all   99.05    0.00    0.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:42:35 AM  all   90.01    0.00    9.79    0.00    0.00    0.00    0.00    0.00    0.00    0.20
12:42:36 AM  all   92.65    0.00    5.65    0.00    0.00    0.00    0.00    0.00    0.00    1.70
12:42:37 AM  all   18.48    0.00    3.11    0.00    0.00    0.20    0.00    0.00    0.00   78.20
12:42:38 AM  all   16.23    8.34    2.90    0.05    0.00    0.05    0.00    0.00    0.00   72.44
12:42:39 AM  all    7.46   21.06    2.35    0.05    0.00    0.00    0.00    0.00    0.00   69.07
12:42:40 AM  all   11.25   19.96    3.04    0.00    0.00    0.00    0.00    0.00    0.00   65.75
12:42:41 AM  all    9.23   20.15    2.19    0.00    0.00    0.10    0.00    0.00    0.00   68.32
12:42:42 AM  all   13.56   19.96    3.12    0.00    0.00    0.15    0.00    0.00    0.00   63.21
12:42:43 AM  all   10.41   13.88    1.71    0.00    0.00    0.00    0.00    0.00    0.00   73.99
