Linux 5.15.0-141-generic (node7) 	06/16/2025 	_x86_64_	(20 CPU)

01:34:57 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:34:58 AM  all   15.15    0.00    0.50    2.21    0.00    0.05    0.00    0.00    0.00   82.10
01:34:59 AM  all   16.88    0.00    0.65    0.60    0.00    0.00    0.00    0.00    0.00   81.86
01:35:00 AM  all    2.91    0.00    0.45    0.95    0.00    0.05    0.00    0.00    0.00   95.64
01:35:01 AM  all    0.85    0.00    0.25    0.35    0.00    0.00    0.00    0.00    0.00   98.55
01:35:02 AM  all    0.40    0.00    0.35    0.05    0.00    0.00    0.00    0.00    0.00   99.20
01:35:03 AM  all    2.71    0.00    0.95    0.40    0.00    0.00    0.00    0.00    0.00   95.93
01:35:04 AM  all   40.92    0.00    2.96    0.00    0.00    0.00    0.00    0.00    0.00   56.12
01:35:05 AM  all   93.65    0.00    6.35    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:35:06 AM  all   93.39    0.00    6.61    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:35:07 AM  all   93.20    0.00    6.80    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:35:08 AM  all   93.10    0.00    6.85    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:35:09 AM  all   93.10    0.00    6.90    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:35:10 AM  all   92.24    0.00    7.76    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:35:11 AM  all   92.96    0.00    7.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:35:12 AM  all   92.43    0.00    7.57    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:35:13 AM  all   90.61    0.00    9.34    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:35:14 AM  all   92.66    0.00    7.34    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:35:15 AM  all   91.69    0.00    8.31    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:35:16 AM  all   94.15    0.00    5.85    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:35:17 AM  all   94.10    0.00    5.85    0.00    0.00    0.00    0.00    0.00    0.00    0.05
01:35:18 AM  all   64.73    0.00    7.21    0.00    0.00    0.00    0.00    0.00    0.00   28.06
01:35:19 AM  all   20.02    0.00    4.30    0.05    0.00    0.05    0.00    0.00    0.00   75.58
01:35:20 AM  all   21.05    0.00    4.46    0.00    0.00    0.00    0.00    0.00    0.00   74.49
01:35:21 AM  all   19.47    0.00    4.49    0.00    0.00    0.00    0.00    0.00    0.00   76.04
01:35:22 AM  all   19.23    0.00    3.77    0.05    0.00    0.00    0.00    0.00    0.00   76.96
01:35:23 AM  all   20.56    0.00    4.37    0.05    0.00    0.15    0.00    0.00    0.00   74.86
01:35:24 AM  all   20.90    0.00    4.20    0.00    0.00    0.20    0.00    0.00    0.00   74.70
01:35:25 AM  all   20.82    0.00    4.33    0.05    0.00    0.05    0.00    0.00    0.00   74.75
01:35:26 AM  all   19.87    0.00    4.52    0.00    0.00    0.00    0.00    0.00    0.00   75.61
01:35:27 AM  all   20.30    0.00    4.81    0.00    0.00    0.00    0.00    0.00    0.00   74.89
01:35:28 AM  all   24.36    0.00    5.15    0.10    0.00    0.15    0.00    0.00    0.00   70.24
01:35:29 AM  all    5.87    0.00    1.26    0.00    0.00    0.05    0.00    0.00    0.00   92.82
01:35:30 AM  all    0.30    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.50
01:35:31 AM  all    0.15    0.00    0.30    0.05    0.00    0.05    0.00    0.00    0.00   99.45
01:35:32 AM  all    0.35    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.45
01:35:33 AM  all    0.20    0.00    0.20    0.05    0.00    0.00    0.00    0.00    0.00   99.55
01:35:34 AM  all    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
01:35:35 AM  all    0.30    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.45
01:35:36 AM  all    0.25    0.00    0.35    0.00    0.00    0.00    0.00    0.00    0.00   99.40
01:35:37 AM  all   35.49    0.00    7.36    0.10    0.00    0.45    0.00    0.00    0.00   56.61
01:35:38 AM  all   84.94    7.90    7.05    0.00    0.00    0.10    0.00    0.00    0.00    0.00
01:35:39 AM  all   76.11   19.04    4.70    0.00    0.00    0.05    0.00    0.00    0.00    0.10
01:35:40 AM  all   76.35   19.90    3.75    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:35:41 AM  all   71.79   23.19    4.12    0.00    0.00    0.05    0.00    0.00    0.00    0.85
01:35:42 AM  all    5.71   76.79    5.31    0.00    0.00    0.10    0.00    0.00    0.00   12.09
01:35:43 AM  all    4.15   79.00    5.79    0.00    0.00    0.26    0.00    0.00    0.00   10.81
