Linux 5.15.0-141-generic (node7) 	06/09/2025 	_x86_64_	(20 CPU)

12:32:50 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:32:51 AM  all   15.66    0.00    0.75    1.95    0.00    0.10    0.00    0.00    0.00   81.54
12:32:52 AM  all   17.69    0.00    0.60    0.30    0.00    0.05    0.00    0.00    0.00   81.36
12:32:53 AM  all    3.64    0.00    0.75    0.80    0.00    0.05    0.00    0.00    0.00   94.77
12:32:54 AM  all    1.30    0.00    0.75    0.35    0.00    0.05    0.00    0.00    0.00   97.56
12:32:55 AM  all   18.95    0.00    1.55    0.05    0.00    0.00    0.00    0.00    0.00   79.45
12:32:56 AM  all   93.90    0.00    5.35    0.00    0.00    0.00    0.00    0.00    0.00    0.75
12:32:57 AM  all   93.05    0.00    6.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:32:58 AM  all   93.25    0.00    6.75    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:32:59 AM  all   92.55    0.00    7.45    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:33:00 AM  all   93.74    0.00    6.26    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:33:01 AM  all   92.91    0.00    7.09    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:33:02 AM  all   90.95    0.00    9.05    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:33:03 AM  all   92.75    0.00    7.20    0.00    0.00    0.05    0.00    0.00    0.00    0.00
12:33:04 AM  all   91.99    0.00    8.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:33:05 AM  all   92.16    0.00    7.84    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:33:06 AM  all   94.21    0.00    5.74    0.00    0.00    0.00    0.00    0.00    0.00    0.05
12:33:07 AM  all   93.55    0.00    6.45    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:33:08 AM  all   93.26    0.00    6.74    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:33:09 AM  all   93.74    0.00    6.21    0.00    0.00    0.05    0.00    0.00    0.00    0.00
12:33:10 AM  all   34.88    0.00    5.61    0.00    0.00    0.00    0.00    0.00    0.00   59.51
12:33:11 AM  all   11.75    0.00    3.72    0.05    0.00    0.05    0.00    0.00    0.00   84.43
12:33:12 AM  all   12.31    0.00    3.55    0.00    0.00    0.00    0.00    0.00    0.00   84.14
12:33:13 AM  all   12.29    0.00    3.40    0.00    0.00    0.00    0.00    0.00    0.00   84.31
12:33:14 AM  all   12.81    0.00    3.04    0.00    0.00    0.15    0.00    0.00    0.00   84.00
12:33:15 AM  all   12.86    0.00    3.30    0.10    0.00    0.05    0.00    0.00    0.00   83.68
12:33:16 AM  all   12.97    0.00    4.01    0.00    0.00    0.00    0.00    0.00    0.00   83.02
12:33:17 AM  all   12.69    0.00    4.20    0.00    0.00    0.20    0.00    0.00    0.00   82.92
12:33:18 AM  all   12.96    0.00    4.15    0.05    0.00    0.10    0.00    0.00    0.00   82.73
12:33:19 AM  all   12.81    0.00    3.80    0.00    0.00    0.30    0.00    0.00    0.00   83.08
12:33:20 AM  all   13.19    0.00    3.90    0.00    0.00    0.30    0.00    0.00    0.00   82.61
12:33:21 AM  all   13.03    0.00    4.04    0.20    0.00    0.05    0.00    0.00    0.00   82.68
12:33:22 AM  all   13.41    0.00    4.29    0.00    0.00    0.15    0.00    0.00    0.00   82.15
12:33:23 AM  all   12.82    0.00    4.29    0.00    0.00    0.35    0.00    0.00    0.00   82.53
12:33:24 AM  all   13.34    0.00    3.95    0.10    0.00    0.25    0.00    0.00    0.00   82.36
12:33:25 AM  all   12.95    0.00    3.88    0.00    0.00    0.40    0.00    0.00    0.00   82.77
12:33:26 AM  all   13.01    0.00    4.05    0.05    0.00    0.15    0.00    0.00    0.00   82.73
12:33:27 AM  all   13.01    0.00    4.20    0.00    0.00    0.20    0.00    0.00    0.00   82.59
12:33:28 AM  all   13.24    0.00    3.95    0.00    0.00    0.10    0.00    0.00    0.00   82.72
12:33:29 AM  all   13.13    0.00    4.01    0.00    0.00    0.15    0.00    0.00    0.00   82.71
12:33:30 AM  all   13.31    0.00    4.14    0.10    0.00    0.20    0.00    0.00    0.00   82.25
12:33:31 AM  all   13.28    0.00    4.29    0.00    0.00    0.30    0.00    0.00    0.00   82.13
12:33:32 AM  all   14.92    0.00    4.44    0.00    0.00    0.15    0.00    0.00    0.00   80.49
12:33:33 AM  all    3.46    0.00    1.20    0.05    0.00    0.05    0.00    0.00    0.00   95.24
12:33:34 AM  all    0.40    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.40
12:33:35 AM  all    0.60    0.00    0.40    0.00    0.00    0.10    0.00    0.00    0.00   98.90
12:33:36 AM  all    0.45    0.00    0.30    0.10    0.00    0.10    0.00    0.00    0.00   99.05
12:33:37 AM  all    0.45    0.00    0.10    0.00    0.00    0.00    0.00    0.00    0.00   99.45
12:33:38 AM  all    0.70    0.00    0.40    0.00    0.00    0.00    0.00    0.00    0.00   98.90
12:33:39 AM  all   38.36    0.00    7.14    0.00    0.00    0.30    0.00    0.00    0.00   54.20
12:33:40 AM  all   91.00    1.20    7.65    0.00    0.00    0.15    0.00    0.00    0.00    0.00
12:33:41 AM  all   89.61    4.90    5.04    0.00    0.00    0.20    0.00    0.00    0.00    0.25
12:33:42 AM  all   87.65    7.09    4.81    0.00    0.00    0.35    0.00    0.00    0.00    0.10
12:33:43 AM  all   74.49   15.32    6.78    0.00    0.00    0.90    0.00    0.00    0.00    2.51
12:33:44 AM  all   48.70   33.38    6.16    0.00    0.00    1.68    0.00    0.00    0.00   10.08
12:33:45 AM  all   49.34   32.02    6.23    0.00    0.00    1.72    0.00    0.00    0.00   10.69
12:33:46 AM  all   50.18   31.95    5.86    0.00    0.00    1.45    0.00    0.00    0.00   10.57
