Linux 5.15.0-141-generic (node7) 	06/09/2025 	_x86_64_	(20 CPU)

12:35:59 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:36:00 AM  all   15.83    0.00    0.70    1.90    0.00    0.15    0.00    0.00    0.00   81.43
12:36:01 AM  all   18.01    0.00    1.09    0.75    0.00    0.10    0.00    0.00    0.00   80.05
12:36:02 AM  all    3.61    0.00    0.35    0.70    0.00    0.05    0.00    0.00    0.00   95.29
12:36:03 AM  all    0.90    0.00    0.65    0.55    0.00    0.00    0.00    0.00    0.00   97.90
12:36:04 AM  all   17.26    0.00    1.20    0.10    0.00    0.05    0.00    0.00    0.00   81.40
12:36:05 AM  all   86.31    0.00    5.84    0.00    0.00    0.00    0.00    0.00    0.00    7.84
12:36:06 AM  all   94.39    0.00    5.61    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:36:07 AM  all   92.69    0.00    7.31    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:36:08 AM  all   92.92    0.00    7.08    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:36:09 AM  all   93.13    0.00    6.87    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:36:10 AM  all   93.07    0.00    6.93    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:36:11 AM  all   92.85    0.00    7.15    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:36:12 AM  all   92.25    0.00    7.75    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:36:13 AM  all   92.08    0.00    7.92    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:36:14 AM  all   92.91    0.00    7.09    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:36:15 AM  all   93.85    0.00    6.15    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:36:16 AM  all   94.05    0.00    5.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:36:17 AM  all   94.40    0.00    5.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:36:18 AM  all   92.05    0.00    7.85    0.00    0.00    0.00    0.00    0.00    0.00    0.10
12:36:19 AM  all   25.66    0.00    4.35    0.00    0.00    0.00    0.00    0.00    0.00   69.98
12:36:20 AM  all   12.09    0.00    3.31    0.05    0.00    0.00    0.00    0.00    0.00   84.55
12:36:21 AM  all   12.06    0.00    3.45    0.00    0.00    0.00    0.00    0.00    0.00   84.48
12:36:22 AM  all   12.41    0.00    3.25    0.00    0.00    0.10    0.00    0.00    0.00   84.24
12:36:23 AM  all   12.01    0.00    3.90    0.00    0.00    0.00    0.00    0.00    0.00   84.09
12:36:24 AM  all   12.75    0.00    3.69    0.05    0.00    0.35    0.00    0.00    0.00   83.17
12:36:25 AM  all   13.10    0.00    3.85    0.00    0.00    0.10    0.00    0.00    0.00   82.95
12:36:26 AM  all   13.16    0.00    3.75    0.00    0.00    0.35    0.00    0.00    0.00   82.73
12:36:27 AM  all   12.77    0.00    3.99    0.10    0.00    0.20    0.00    0.00    0.00   82.93
12:36:28 AM  all   13.32    0.00    3.94    0.00    0.00    0.10    0.00    0.00    0.00   82.63
12:36:29 AM  all   13.10    0.00    3.96    0.00    0.00    0.10    0.00    0.00    0.00   82.84
12:36:30 AM  all   12.70    0.00    4.05    0.20    0.00    0.10    0.00    0.00    0.00   82.95
12:36:31 AM  all   14.58    0.00    4.29    0.00    0.00    0.05    0.00    0.00    0.00   81.08
12:36:32 AM  all   12.80    0.00    4.33    0.00    0.00    0.40    0.00    0.00    0.00   82.47
12:36:33 AM  all   13.24    0.00    3.40    0.05    0.00    0.15    0.00    0.00    0.00   83.17
12:36:34 AM  all   13.02    0.00    3.61    0.00    0.00    0.30    0.00    0.00    0.00   83.07
12:36:35 AM  all   13.19    0.00    3.85    0.00    0.00    0.10    0.00    0.00    0.00   82.86
12:36:36 AM  all   13.15    0.00    4.15    0.05    0.00    0.20    0.00    0.00    0.00   82.45
12:36:37 AM  all   13.00    0.00    3.98    0.00    0.00    0.35    0.00    0.00    0.00   82.67
12:36:38 AM  all   13.03    0.00    3.96    0.00    0.00    0.20    0.00    0.00    0.00   82.82
12:36:39 AM  all   13.47    0.00    3.69    0.05    0.00    0.15    0.00    0.00    0.00   82.63
12:36:40 AM  all   14.99    0.00    4.13    0.05    0.00    0.20    0.00    0.00    0.00   80.63
12:36:41 AM  all   15.14    0.00    4.16    0.00    0.00    0.20    0.00    0.00    0.00   80.50
12:36:42 AM  all    8.19    0.00    2.20    0.10    0.00    0.15    0.00    0.00    0.00   89.37
12:36:43 AM  all    0.50    0.00    0.60    0.20    0.00    0.05    0.00    0.00    0.00   98.65
12:36:44 AM  all    0.45    0.00    0.45    0.00    0.00    0.00    0.00    0.00    0.00   99.10
12:36:45 AM  all    0.45    0.00    0.15    0.10    0.00    0.00    0.00    0.00    0.00   99.30
12:36:46 AM  all    0.50    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.25
12:36:47 AM  all    0.50    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.30
12:36:48 AM  all   67.59    0.00    9.68    0.05    0.00    0.25    0.00    0.00    0.00   22.43
12:36:49 AM  all   94.30    0.40    5.20    0.00    0.00    0.10    0.00    0.00    0.00    0.00
12:36:50 AM  all   90.88    3.96    4.86    0.00    0.00    0.25    0.00    0.00    0.00    0.05
12:36:51 AM  all   87.43    7.73    4.39    0.00    0.00    0.30    0.00    0.00    0.00    0.15
12:36:52 AM  all   60.01   26.24    6.52    0.00    0.00    1.06    0.00    0.00    0.00    6.17
12:36:53 AM  all   49.41   32.59    5.86    0.00    0.00    1.68    0.00    0.00    0.00   10.45
12:36:54 AM  all   52.28   31.40    5.56    0.00    0.00    1.26    0.00    0.00    0.00    9.50
12:36:55 AM  all   49.14   32.57    5.78    0.00    0.00    2.03    0.00    0.00    0.00   10.49
12:36:56 AM  all   49.28   32.04    6.24    0.00    0.00    1.38    0.00    0.00    0.00   11.05
12:36:57 AM  all   49.32   33.38    5.93    0.00    0.00    1.51    0.00    0.00    0.00    9.85
12:36:58 AM  all   49.18   32.47    5.76    0.00    0.00    1.27    0.00    0.00    0.00   11.31
12:36:59 AM  all   51.57   32.64    5.28    0.00    0.00    1.47    0.00    0.00    0.00    9.04
12:37:00 AM  all   51.07   32.99    6.26    0.05    0.00    1.32    0.00    0.00    0.00    8.30
12:37:01 AM  all   49.39   32.81    5.68    0.00    0.00    1.42    0.00    0.00    0.00   10.70
12:37:02 AM  all   50.00   33.55    5.53    0.00    0.00    1.26    0.00    0.00    0.00    9.66
12:37:03 AM  all   50.92   32.42    5.40    0.05    0.00    1.38    0.00    0.00    0.00    9.84
12:37:04 AM  all   50.73   32.75    5.24    0.00    0.00    1.36    0.00    0.00    0.00    9.92
12:37:05 AM  all   51.01   31.45    6.35    0.00    0.00    2.02    0.00    0.00    0.00    9.17
12:37:06 AM  all   50.10   34.48    5.51    0.00    0.00    1.57    0.00    0.00    0.00    8.34
12:37:07 AM  all   51.21   32.88    6.19    0.00    0.00    1.41    0.00    0.00    0.00    8.31
