Linux 5.15.0-141-generic (node7) 	06/09/2025 	_x86_64_	(20 CPU)

12:02:16 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:02:17 AM  all   15.35    0.00    1.05    1.85    0.00    0.15    0.00    0.00    0.00   81.60
12:02:18 AM  all   17.84    0.00    0.60    0.25    0.00    0.05    0.00    0.00    0.00   81.26
12:02:19 AM  all    3.20    0.00    0.85    0.90    0.00    0.05    0.00    0.00    0.00   94.99
12:02:20 AM  all    1.49    0.00    0.45    0.30    0.00    0.10    0.00    0.00    0.00   97.66
12:02:21 AM  all   18.56    0.00    0.95    0.00    0.00    0.05    0.00    0.00    0.00   80.44
12:02:22 AM  all   23.22    0.00    1.60    0.50    0.00    0.00    0.00    0.00    0.00   74.67
12:02:23 AM  all    0.80    0.00    0.55    0.05    0.00    0.00    0.00    0.00    0.00   98.60
12:02:24 AM  all   22.98    3.15    2.29    0.15    0.00    0.36    0.00    0.00    0.00   71.07
12:02:25 AM  all   11.73    3.37    2.40    0.05    0.00    0.36    0.00    0.00    0.00   82.09
12:02:26 AM  all   12.05    4.08    2.17    0.00    0.00    0.50    0.00    0.00    0.00   81.19
12:02:27 AM  all   11.29    3.18    2.15    0.05    0.00    0.26    0.00    0.00    0.00   83.07
12:02:28 AM  all   11.52    3.40    2.47    0.00    0.00    0.26    0.00    0.00    0.00   82.36
12:02:29 AM  all   11.29    3.12    2.40    0.00    0.00    0.51    0.00    0.00    0.00   82.68
12:02:30 AM  all   11.12    3.38    2.46    0.00    0.00    0.26    0.00    0.00    0.00   82.79
12:02:31 AM  all   11.48    3.57    2.19    0.05    0.00    0.41    0.00    0.00    0.00   82.30
12:02:32 AM  all   11.01    4.08    2.35    0.00    0.00    0.36    0.00    0.00    0.00   82.20
12:02:33 AM  all   11.03    3.79    2.10    0.00    0.00    0.21    0.00    0.00    0.00   82.87
12:02:34 AM  all   11.21    3.68    2.35    0.05    0.00    0.46    0.00    0.00    0.00   82.24
12:02:35 AM  all   11.63    4.53    2.42    0.00    0.00    0.20    0.00    0.00    0.00   81.23
12:02:36 AM  all   12.24    2.67    2.16    0.00    0.00    0.31    0.00    0.00    0.00   82.62
12:02:37 AM  all   10.04    3.42    2.48    0.05    0.00    0.31    0.00    0.00    0.00   83.70
12:02:38 AM  all   11.62    2.78    2.42    0.05    0.00    0.36    0.00    0.00    0.00   82.78
12:02:39 AM  all   10.84    3.34    2.77    0.00    0.00    0.31    0.00    0.00    0.00   82.74
12:02:40 AM  all   11.22    3.21    2.40    0.05    0.00    0.56    0.00    0.00    0.00   82.56
12:02:41 AM  all   11.93    2.57    2.47    0.00    0.00    0.21    0.00    0.00    0.00   82.82
12:02:42 AM  all   11.76    3.73    1.94    0.00    0.00    0.20    0.00    0.00    0.00   82.35
12:02:43 AM  all   10.58    2.80    2.28    0.36    0.00    0.26    0.00    0.00    0.00   83.72
12:02:44 AM  all   11.02    3.81    2.89    0.00    0.00    0.25    0.00    0.00    0.00   82.02
12:02:45 AM  all   11.07    2.90    2.12    0.00    0.00    0.52    0.00    0.00    0.00   83.40
12:02:46 AM  all   11.20    3.87    2.44    0.05    0.00    0.31    0.00    0.00    0.00   82.14
12:02:47 AM  all   11.39    2.90    3.05    0.05    0.00    0.31    0.00    0.00    0.00   82.30
12:02:48 AM  all   11.75    3.46    2.39    0.05    0.00    0.31    0.00    0.00    0.00   82.04
12:02:49 AM  all   11.55    2.42    2.37    0.00    0.00    0.46    0.00    0.00    0.00   83.20
12:02:50 AM  all   10.83    3.28    2.46    0.00    0.00    0.26    0.00    0.00    0.00   83.17
12:02:51 AM  all   11.23    3.68    2.14    0.00    0.00    0.61    0.00    0.00    0.00   82.34
12:02:52 AM  all   11.36    4.29    2.73    0.10    0.00    0.15    0.00    0.00    0.00   81.36
12:02:53 AM  all   11.84    3.32    2.09    0.00    0.00    0.31    0.00    0.00    0.00   82.45
12:02:54 AM  all   18.88    0.00    1.40    0.10    0.00    0.00    0.00    0.00    0.00   79.62
12:02:55 AM  all   17.77    0.55    1.60    0.05    0.00    0.10    0.00    0.00    0.00   79.93
12:02:56 AM  all    6.65    0.50    1.71    0.00    0.00    0.15    0.00    0.00    0.00   90.98
12:02:57 AM  all    6.97    0.79    2.37    0.00    0.00    0.05    0.00    0.00    0.00   89.82
12:02:58 AM  all    7.27    0.84    2.13    0.10    0.00    0.15    0.00    0.00    0.00   89.51
12:02:59 AM  all    7.26    0.65    1.49    0.00    0.00    0.10    0.00    0.00    0.00   90.50
12:03:00 AM  all    6.51    0.30    1.56    0.00    0.00    0.05    0.00    0.00    0.00   91.57
12:03:01 AM  all    7.43    0.51    1.92    0.10    0.00    0.10    0.00    0.00    0.00   89.94
12:03:02 AM  all    5.62    0.72    1.48    0.00    0.00    0.15    0.00    0.00    0.00   92.02
12:03:03 AM  all    6.41    0.51    2.12    0.00    0.00    0.20    0.00    0.00    0.00   90.76
12:03:04 AM  all    6.26    1.21    1.67    0.00    0.00    0.15    0.00    0.00    0.00   90.71
12:03:05 AM  all    6.84    0.55    2.10    0.00    0.00    0.05    0.00    0.00    0.00   90.46
