Linux 5.15.0-141-generic (node7) 	06/16/2025 	_x86_64_	(20 CPU)

12:38:56 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:38:57 AM  all   15.57    0.00    0.81    2.37    0.00    0.05    0.00    0.00    0.00   81.21
12:38:58 AM  all   17.06    0.00    1.00    0.25    0.00    0.05    0.00    0.00    0.00   81.64
12:38:59 AM  all    5.15    0.00    0.90    0.60    0.00    0.00    0.00    0.00    0.00   93.35
12:39:00 AM  all    2.66    0.00    0.35    0.00    0.00    0.00    0.00    0.00    0.00   96.99
12:39:01 AM  all    2.11    0.00    0.80    0.30    0.00    0.05    0.00    0.00    0.00   96.74
12:39:02 AM  all   20.79    0.00    1.21    0.25    0.00    0.05    0.00    0.00    0.00   77.70
12:39:03 AM  all   21.07    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   77.73
12:39:04 AM  all   19.74   13.97    2.18    0.51    0.00    0.15    0.00    0.00    0.00   63.46
12:39:05 AM  all    9.33   38.80    3.84    0.00    0.00    0.15    0.00    0.00    0.00   47.87
12:39:06 AM  all    9.84   38.40    3.82    0.00    0.00    0.15    0.00    0.00    0.00   47.79
12:39:07 AM  all   11.94   37.26    4.85    0.15    0.00    0.10    0.00    0.00    0.00   45.70
12:39:08 AM  all   14.50   37.54    3.78    0.00    0.00    0.05    0.00    0.00    0.00   44.13
12:39:09 AM  all    9.78   40.57    4.04    0.00    0.00    0.05    0.00    0.00    0.00   45.56
12:39:10 AM  all    8.00   41.28    4.05    0.05    0.00    0.00    0.00    0.00    0.00   46.63
12:39:11 AM  all   10.02   38.73    3.78    0.00    0.00    0.05    0.00    0.00    0.00   47.42
12:39:12 AM  all    9.27   40.83    3.56    0.05    0.00    0.20    0.00    0.00    0.00   46.09
12:39:13 AM  all    8.20   40.45    3.87    0.00    0.00    0.10    0.00    0.00    0.00   47.38
12:39:14 AM  all    4.84   41.46    4.48    1.39    0.00    0.05    0.00    0.00    0.00   47.79
12:39:15 AM  all    3.82   42.51    3.62    0.26    0.00    0.05    0.00    0.00    0.00   49.74
12:39:16 AM  all    5.56   41.79    3.67    0.00    0.00    0.05    0.00    0.00    0.00   48.93
12:39:17 AM  all    4.00   43.14    3.70    0.05    0.00    0.00    0.00    0.00    0.00   49.11
12:39:18 AM  all    7.80   40.87    4.08    0.00    0.00    0.00    0.00    0.00    0.00   47.26
12:39:19 AM  all    4.79   43.14    2.70    0.05    0.00    0.15    0.00    0.00    0.00   49.16
12:39:20 AM  all    4.95   42.40    3.37    0.00    0.00    0.05    0.00    0.00    0.00   49.23
12:39:21 AM  all    5.04   41.31    3.70    0.00    0.00    0.05    0.00    0.00    0.00   49.90
12:39:22 AM  all    7.44   42.08    3.17    0.10    0.00    0.10    0.00    0.00    0.00   47.11
12:39:23 AM  all    9.69   40.23    3.53    0.00    0.00    0.10    0.00    0.00    0.00   46.44
12:39:24 AM  all    8.16   40.98    3.44    0.00    0.00    0.10    0.00    0.00    0.00   47.32
12:39:25 AM  all    6.83   42.40    3.54    0.00    0.00    0.00    0.00    0.00    0.00   47.23
12:39:26 AM  all    9.30   40.67    3.97    0.00    0.00    0.10    0.00    0.00    0.00   45.96
12:39:27 AM  all   10.95   39.05    3.41    0.00    0.00    0.15    0.00    0.00    0.00   46.44
12:39:28 AM  all    6.39   39.88    4.24    0.05    0.00    0.00    0.00    0.00    0.00   49.44
12:39:29 AM  all    6.14   41.17    3.88    0.00    0.00    0.15    0.00    0.00    0.00   48.67
12:39:30 AM  all    6.48   39.85    4.16    0.00    0.00    0.10    0.00    0.00    0.00   49.41
12:39:31 AM  all    6.39   40.90    3.97    0.00    0.00    0.00    0.00    0.00    0.00   48.74
12:39:32 AM  all    5.41   40.70    3.86    0.00    0.00    0.05    0.00    0.00    0.00   49.97
12:39:33 AM  all    6.58   39.74    4.37    0.00    0.00    0.00    0.00    0.00    0.00   49.31
12:39:34 AM  all   17.91   15.11    3.21    0.10    0.00    0.00    0.00    0.00    0.00   63.66
12:39:35 AM  all   23.22    1.05    2.26    0.05    0.00    0.00    0.00    0.00    0.00   73.42
12:39:36 AM  all   16.29   31.25    3.07    0.00    0.00    0.05    0.00    0.00    0.00   49.33
12:39:37 AM  all    9.14   33.15    3.15    0.05    0.00    0.05    0.00    0.00    0.00   54.47
12:39:38 AM  all    5.81   33.82    3.29    0.00    0.00    0.15    0.00    0.00    0.00   56.93
12:39:39 AM  all    5.46   33.66    3.19    0.00    0.00    0.05    0.00    0.00    0.00   57.64
12:39:40 AM  all    5.28   34.60    2.99    0.05    0.00    0.00    0.00    0.00    0.00   57.08
12:39:41 AM  all    5.49   34.89    3.05    0.00    0.00    0.10    0.00    0.00    0.00   56.48
12:39:42 AM  all    5.97   33.38    3.16    0.00    0.00    0.00    0.00    0.00    0.00   57.48
12:39:43 AM  all    6.00   20.24    2.10    0.05    0.00    0.05    0.00    0.00    0.00   71.56
