Linux 5.15.0-141-generic (node7) 	06/08/2025 	_x86_64_	(20 CPU)

03:46:07 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:46:08 PM  all   15.65    0.00    0.90    2.00    0.00    0.25    0.00    0.00    0.00   81.20
03:46:09 PM  all   17.39    0.00    0.75    0.30    0.00    0.05    0.00    0.00    0.00   81.51
03:46:10 PM  all    3.11    0.00    0.35    0.95    0.00    0.15    0.00    0.00    0.00   95.43
03:46:11 PM  all    1.05    0.00    0.50    0.30    0.00    0.00    0.00    0.00    0.00   98.14
03:46:12 PM  all   17.20    0.00    1.05    0.15    0.00    0.00    0.00    0.00    0.00   81.59
03:46:13 PM  all   16.82    0.00    0.85    0.05    0.00    0.00    0.00    0.00    0.00   82.28
03:46:14 PM  all   16.93    4.77    1.46    0.35    0.00    0.10    0.00    0.00    0.00   76.38
03:46:15 PM  all    4.98    7.05    1.51    0.00    0.00    0.15    0.00    0.00    0.00   86.30
03:46:16 PM  all    4.38    6.90    2.02    0.00    0.00    0.20    0.00    0.00    0.00   86.50
03:46:17 PM  all    4.83    6.60    1.71    0.00    0.00    0.20    0.00    0.00    0.00   86.66
03:46:18 PM  all    4.23    7.31    1.76    0.05    0.00    0.15    0.00    0.00    0.00   86.49
03:46:19 PM  all    3.68    8.02    1.36    0.00    0.00    0.20    0.00    0.00    0.00   86.73
03:46:20 PM  all    4.63    7.15    1.81    0.05    0.00    0.20    0.00    0.00    0.00   86.15
03:46:21 PM  all    4.22    6.97    1.42    0.00    0.00    0.05    0.00    0.00    0.00   87.33
03:46:22 PM  all    4.49    6.80    1.71    0.00    0.00    0.15    0.00    0.00    0.00   86.84
03:46:23 PM  all    4.14    7.52    1.56    0.10    0.00    0.10    0.00    0.00    0.00   86.57
03:46:24 PM  all    3.90    7.24    1.52    0.00    0.00    0.20    0.00    0.00    0.00   87.14
03:46:25 PM  all    5.31    6.72    1.72    0.25    0.00    0.05    0.00    0.00    0.00   85.95
03:46:26 PM  all    4.03    7.31    1.51    0.10    0.00    0.15    0.00    0.00    0.00   86.90
03:46:27 PM  all    4.77    7.68    1.31    0.00    0.00    0.15    0.00    0.00    0.00   86.09
03:46:28 PM  all    4.08    7.41    1.51    0.05    0.00    0.20    0.00    0.00    0.00   86.75
03:46:29 PM  all    4.75    6.83    1.97    0.05    0.00    0.20    0.00    0.00    0.00   86.20
03:46:30 PM  all    4.33    7.05    1.61    0.00    0.00    0.15    0.00    0.00    0.00   86.85
03:46:31 PM  all    5.02    6.98    1.46    0.00    0.00    0.05    0.00    0.00    0.00   86.49
03:46:32 PM  all    4.54    7.01    1.41    0.10    0.00    0.25    0.00    0.00    0.00   86.68
03:46:33 PM  all    4.34    6.81    1.82    0.00    0.00    0.10    0.00    0.00    0.00   86.93
03:46:34 PM  all    4.35    6.93    1.57    0.00    0.00    0.10    0.00    0.00    0.00   87.04
03:46:35 PM  all    5.61    6.61    1.90    0.00    0.00    0.25    0.00    0.00    0.00   85.63
03:46:36 PM  all    4.67    6.74    1.32    0.00    0.00    0.05    0.00    0.00    0.00   87.22
03:46:37 PM  all    4.24    7.07    1.62    0.00    0.00    0.10    0.00    0.00    0.00   86.96
03:46:38 PM  all    4.79    6.61    1.97    0.10    0.00    0.05    0.00    0.00    0.00   86.48
03:46:39 PM  all    5.28    6.28    2.06    0.00    0.00    0.15    0.00    0.00    0.00   86.23
03:46:40 PM  all    4.13    7.56    1.56    0.00    0.00    0.10    0.00    0.00    0.00   86.64
03:46:41 PM  all    4.49    7.16    1.56    0.05    0.00    0.15    0.00    0.00    0.00   86.59
03:46:42 PM  all    4.75    7.15    1.65    0.00    0.00    0.25    0.00    0.00    0.00   86.20
03:46:43 PM  all    4.14    7.07    1.67    0.05    0.00    0.15    0.00    0.00    0.00   86.91
03:46:44 PM  all   17.21    0.30    1.01    0.05    0.00    0.05    0.00    0.00    0.00   81.37
03:46:45 PM  all   16.41    2.01    1.46    0.05    0.00    0.10    0.00    0.00    0.00   79.97
03:46:46 PM  all    5.56    4.96    1.55    0.00    0.00    0.10    0.00    0.00    0.00   87.83
03:46:47 PM  all    5.34    4.69    1.51    0.25    0.00    0.05    0.00    0.00    0.00   88.16
03:46:48 PM  all    5.34    4.28    1.66    0.00    0.00    0.00    0.00    0.00    0.00   88.72
03:46:49 PM  all    5.23    4.77    1.26    0.00    0.00    0.10    0.00    0.00    0.00   88.64
03:46:50 PM  all    5.37    4.67    1.56    0.05    0.00    0.05    0.00    0.00    0.00   88.31
03:46:51 PM  all    5.75    4.40    1.55    0.00    0.00    0.10    0.00    0.00    0.00   88.20
03:46:52 PM  all    5.56    4.81    1.16    0.00    0.00    0.05    0.00    0.00    0.00   88.42
03:46:53 PM  all    7.06    3.68    1.94    0.15    0.00    0.10    0.00    0.00    0.00   87.07
03:46:54 PM  all    5.73    4.67    1.31    0.00    0.00    0.00    0.00    0.00    0.00   88.29
03:46:55 PM  all    6.02    4.28    1.99    0.00    0.00    0.10    0.00    0.00    0.00   87.61
03:46:56 PM  all    5.71    4.66    1.85    0.05    0.00    0.10    0.00    0.00    0.00   87.63
03:46:57 PM  all    5.89    3.88    1.56    0.00    0.00    0.05    0.00    0.00    0.00   88.62
03:46:58 PM  all    4.88    4.63    1.66    0.00    0.00    0.15    0.00    0.00    0.00   88.68
03:46:59 PM  all    4.69    1.82    1.06    0.00    0.00    0.05    0.00    0.00    0.00   92.38
