Linux 5.15.0-141-generic (node7) 	06/08/2025 	_x86_64_	(20 CPU)

04:25:49 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:25:50 PM  all   15.05    0.00    1.00    2.11    0.00    0.10    0.00    0.00    0.00   81.75
04:25:51 PM  all   17.15    0.00    0.75    0.55    0.00    0.05    0.00    0.00    0.00   81.49
04:25:52 PM  all    3.46    0.00    0.60    0.55    0.00    0.05    0.00    0.00    0.00   95.34
04:25:53 PM  all    0.80    0.00    0.55    0.40    0.00    0.00    0.00    0.00    0.00   98.24
04:25:54 PM  all   16.88    0.00    1.05    0.20    0.00    0.00    0.00    0.00    0.00   81.86
04:25:55 PM  all   86.56    0.00    5.87    0.00    0.00    0.00    0.00    0.00    0.00    7.57
04:25:56 PM  all   93.95    0.00    6.05    0.00    0.00    0.00    0.00    0.00    0.00    0.00
04:25:57 PM  all   92.76    0.00    7.24    0.00    0.00    0.00    0.00    0.00    0.00    0.00
04:25:58 PM  all   93.64    0.00    6.36    0.00    0.00    0.00    0.00    0.00    0.00    0.00
04:25:59 PM  all   92.64    0.00    7.36    0.00    0.00    0.00    0.00    0.00    0.00    0.00
04:26:00 PM  all   92.42    0.00    7.58    0.00    0.00    0.00    0.00    0.00    0.00    0.00
04:26:01 PM  all   92.64    0.00    7.36    0.00    0.00    0.00    0.00    0.00    0.00    0.00
04:26:02 PM  all   92.35    0.00    7.65    0.00    0.00    0.00    0.00    0.00    0.00    0.00
04:26:03 PM  all   91.81    0.00    8.19    0.00    0.00    0.00    0.00    0.00    0.00    0.00
04:26:04 PM  all   92.65    0.00    7.35    0.00    0.00    0.00    0.00    0.00    0.00    0.00
04:26:05 PM  all   93.93    0.00    6.07    0.00    0.00    0.00    0.00    0.00    0.00    0.00
04:26:06 PM  all   93.56    0.00    6.44    0.00    0.00    0.00    0.00    0.00    0.00    0.00
04:26:07 PM  all   93.76    0.00    6.24    0.00    0.00    0.00    0.00    0.00    0.00    0.00
04:26:08 PM  all   75.19    0.00    6.30    0.00    0.00    0.00    0.00    0.00    0.00   18.51
04:26:09 PM  all   12.06    0.00    3.75    0.10    0.00    0.00    0.00    0.00    0.00   84.09
04:26:10 PM  all   11.97    0.00    3.27    0.05    0.00    0.00    0.00    0.00    0.00   84.71
04:26:11 PM  all   12.08    0.00    3.61    0.00    0.00    0.00    0.00    0.00    0.00   84.31
04:26:12 PM  all   11.91    0.00    3.60    0.00    0.00    0.10    0.00    0.00    0.00   84.38
