Linux 5.15.0-141-generic (node7) 	06/15/2025 	_x86_64_	(20 CPU)

11:29:56 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:29:57 PM  all   15.25    0.00    0.85    1.91    0.00    0.20    0.00    0.00    0.00   81.79
11:29:58 PM  all   17.11    0.00    0.75    0.50    0.00    0.05    0.00    0.00    0.00   81.58
11:29:59 PM  all    3.26    0.00    0.65    0.65    0.00    0.05    0.00    0.00    0.00   95.39
11:30:00 PM  all    0.85    0.00    0.20    0.40    0.00    0.05    0.00    0.00    0.00   98.49
11:30:01 PM  all   23.61    0.00    1.76    0.10    0.00    0.00    0.00    0.00    0.00   74.54
11:30:02 PM  all   93.66    0.00    6.34    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:30:03 PM  all   92.45    0.00    7.55    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:30:04 PM  all   92.30    0.00    7.70    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:30:05 PM  all   93.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:30:06 PM  all   93.25    0.00    6.75    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:30:07 PM  all   92.24    0.00    7.76    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:30:08 PM  all   92.96    0.00    7.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:30:09 PM  all   92.46    0.00    7.54    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:30:10 PM  all   91.84    0.00    8.16    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:30:11 PM  all   92.45    0.00    7.55    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:30:12 PM  all   92.84    0.00    7.16    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:30:13 PM  all   93.46    0.00    6.49    0.00    0.00    0.05    0.00    0.00    0.00    0.00
11:30:14 PM  all   94.10    0.00    5.90    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:30:15 PM  all   73.06    0.00    7.16    0.00    0.00    0.00    0.00    0.00    0.00   19.78
